OutputArea,TotalPopOver16,StudentPop
S00163751,152,7
S00163752,104,7
S00163753,120,6
S00163754,148,7
S00163755,90,2
S00163756,76,3
S00163757,99,9
S00163758,113,1
S00163759,132,5
S00163760,128,4
S00163761,83,6
S00163762,94,3
S00163763,87,1
S00163764,114,2
S00163765,109,5
S00163766,64,2
S00163767,54,-
S00163768,68,4
S00163769,54,-
S00163770,94,2
S00163771,90,2
S00163772,74,2
S00163773,78,10
S00163774,84,1
S00163775,92,3
S00163776,123,5
S00163777,58,1
S00163778,102,5
S00163779,83,3
S00163780,90,3
S00163781,61,2
S00163782,91,3
S00163783,96,-
S00163784,69,1
S00163785,60,2
S00163786,123,9
S00163787,151,4
S00163788,101,3
S00163789,94,1
S00163790,88,-
S00163791,136,4
S00163792,130,4
S00163793,67,1
S00163794,97,5
S00163795,60,1
S00163796,118,3
S00163797,88,-
S00163798,126,6
S00163799,154,8
S00163800,99,1
S00163801,77,4
S00163802,97,2
S00163803,139,-
S00163804,127,2
S00163805,130,4
S00163806,122,5
S00163807,160,8
S00163808,100,1
S00163809,81,5
S00163810,105,3
S00163811,60,4
S00163812,114,3
S00163813,98,3
S00163814,70,2
S00163815,98,-
S00163816,103,5
S00163817,54,2
S00163818,85,2
S00163819,83,4
S00163820,91,5
S00163821,72,1
S00163822,73,2
S00163823,97,2
S00163824,81,1
S00163825,126,-
S00163826,66,7
S00163827,121,7
S00163828,108,2
S00163829,60,-
S00163830,60,2
S00163831,76,-
S00163832,74,3
S00163833,66,3
S00163834,63,2
S00163835,59,2
S00163836,102,1
S00163837,142,4
S00163838,96,6
S00163839,107,2
S00163840,87,-
S00163841,137,3
S00163842,83,6
S00163843,94,1
S00163844,93,2
S00163845,126,5
S00163846,62,3
S00163847,61,2
S00163848,83,6
S00163849,100,1
S00163850,93,5
S00163851,89,6
S00163852,88,5
S00163853,67,7
S00163854,128,3
S00163855,97,6
S00163856,140,2
S00163857,67,1
S00163858,57,1
S00163859,122,4
S00163860,60,3
S00163861,117,1
S00163862,109,4
S00163863,90,-
S00163864,125,6
S00163865,116,8
S00163866,70,4
S00163867,59,3
S00163868,57,-
S00163869,124,3
S00163870,80,3
S00163871,62,2
S00163872,151,7
S00163873,121,3
S00163874,106,1
S00163875,123,5
S00163876,48,5
S00163877,115,1
S00163878,86,1
S00163879,55,-
S00163880,58,3
S00163881,124,9
S00163882,89,6
S00163883,84,2
S00163884,91,2
S00163885,147,51
S00163886,57,2
S00163887,110,4
S00163888,57,1
S00163889,61,7
S00163890,152,4
S00163891,138,2
S00163892,77,4
S00163893,79,3
S00163894,102,5
S00163895,118,3
S00163896,133,3
S00163897,121,4
S00163898,102,5
S00163899,124,5
S00163900,110,4
S00163901,83,4
S00163902,123,5
S00163903,72,2
S00163904,120,8
S00163905,65,-
S00163906,82,6
S00163907,100,7
S00163908,114,-
S00163909,100,2
S00163910,142,4
S00163911,51,-
S00163912,82,8
S00163913,112,-
S00163914,87,5
S00163915,112,4
S00163916,77,3
S00163917,123,5
S00163918,52,-
S00163919,85,-
S00163920,79,-
S00163921,128,6
S00163922,110,1
S00163923,71,-
S00163924,90,4
S00163925,114,8
S00163926,66,1
S00163927,129,3
S00163928,103,5
S00163929,76,-
S00163930,71,2
S00163931,61,2
S00163932,111,5
S00163933,101,1
S00163934,68,2
S00163935,163,6
S00163936,71,1
S00163937,96,3
S00163938,101,3
S00163939,109,2
S00163940,125,1
S00163941,121,3
S00163942,175,8
S00163943,67,1
S00163944,143,6
S00163945,65,-
S00163946,133,6
S00163947,153,7
S00163948,173,10
S00163949,121,6
S00163950,108,4
S00163951,143,9
S00163952,70,-
S00163953,102,3
S00163954,117,9
S00163955,110,1
S00163956,103,3
S00163957,159,9
S00163958,86,6
S00163959,173,10
S00163960,100,4
S00163961,83,7
S00163962,91,3
S00163963,134,5
S00163964,97,6
S00163965,153,2
S00163966,57,1
S00163967,85,6
S00163968,116,7
S00163969,99,6
S00163970,68,3
S00163971,69,3
S00163972,96,10
S00163973,68,2
S00163974,88,3
S00163975,70,5
S00163976,102,4
S00163977,95,4
S00163978,83,5
S00163979,112,7
S00163980,105,5
S00163981,66,1
S00163982,58,5
S00163983,74,4
S00163984,106,5
S00163985,98,3
S00163986,94,5
S00163987,86,4
S00163988,126,4
S00163989,59,2
S00163990,93,2
S00163991,156,-
S00163992,68,5
S00163993,86,3
S00163994,84,-
S00163995,89,6
S00163996,86,4
S00163997,106,2
S00163998,97,2
S00163999,114,5
S00164000,92,3
S00164001,106,4
S00164002,243,171
S00164003,154,11
S00164004,64,4
S00164005,77,4
S00164006,60,1
S00164007,106,7
S00164008,138,38
S00164009,108,1
S00164010,88,6
S00164011,138,8
S00164012,116,5
S00164013,106,-
S00164014,59,4
S00164015,68,4
S00164016,89,5
S00164017,77,11
S00164018,110,7
S00164019,87,4
S00164020,103,6
S00164021,95,5
S00164022,90,2
S00164023,93,6
S00164024,52,3
S00164025,96,7
S00164026,94,3
S00164027,99,4
S00164028,70,2
S00164029,83,4
S00164030,82,4
S00164031,75,1
S00164032,136,5
S00164033,80,6
S00164034,67,4
S00164035,87,3
S00164036,65,12
S00164037,81,2
S00164038,99,6
S00164039,125,6
S00164040,85,9
S00164041,104,3
S00164042,84,7
S00164043,86,4
S00164044,140,13
S00164045,94,2
S00164046,91,4
S00164047,148,2
S00164048,95,1
S00164049,76,3
S00164050,98,4
S00164051,72,2
S00164052,129,2
S00164053,154,7
S00164054,106,7
S00164055,168,6
S00164056,153,7
S00164057,73,3
S00164058,54,3
S00164059,126,8
S00164060,63,4
S00164061,107,5
S00164062,74,1
S00164063,84,1
S00164064,87,4
S00164065,87,2
S00164066,61,-
S00164067,64,4
S00164068,74,-
S00164069,70,4
S00164070,72,1
S00164071,77,3
S00164072,167,15
S00164073,73,3
S00164074,90,6
S00164075,159,5
S00164076,104,5
S00164077,167,5
S00164078,114,7
S00164079,86,2
S00164080,110,1
S00164081,118,9
S00164082,84,2
S00164083,99,5
S00164084,57,3
S00164085,103,4
S00164086,126,2
S00164087,57,1
S00164088,85,3
S00164089,94,-
S00164090,89,3
S00164091,116,5
S00164092,70,1
S00164093,77,5
S00164094,131,6
S00164095,143,5
S00164096,107,11
S00164097,63,-
S00164098,86,4
S00164099,71,3
S00164100,80,3
S00164101,103,3
S00164102,117,3
S00164103,114,4
S00164104,78,3
S00164105,82,4
S00164106,97,1
S00164107,63,1
S00164108,53,-
S00164109,92,4
S00164110,70,5
S00164111,94,3
S00164112,77,3
S00164113,112,4
S00164114,88,5
S00164115,112,10
S00164116,111,10
S00164117,112,7
S00164118,58,1
S00164119,64,2
S00164120,73,3
S00164121,101,9
S00164122,120,4
S00164123,73,3
S00164124,99,5
S00164125,101,1
S00164126,52,1
S00164127,91,6
S00164128,101,-
S00164129,72,4
S00164130,89,5
S00164131,63,6
S00164132,75,2
S00164133,78,10
S00164134,99,3
S00164135,104,9
S00164136,172,10
S00164137,84,1
S00164138,91,9
S00164139,137,6
S00164140,112,8
S00164141,107,5
S00164142,85,4
S00164143,76,4
S00164144,60,-
S00164145,75,-
S00164146,88,3
S00164147,94,5
S00164148,119,3
S00164149,54,4
S00164150,106,1
S00164151,108,-
S00164152,90,3
S00164153,65,-
S00164154,54,2
S00164155,112,7
S00164156,79,5
S00164157,98,4
S00164158,88,4
S00164159,95,2
S00164160,117,7
S00164161,99,3
S00164162,121,9
S00164163,56,-
S00164164,63,2
S00164165,120,12
S00164166,102,10
S00164167,114,11
S00164168,97,7
S00164169,89,8
S00164170,84,2
S00164171,103,8
S00164172,71,2
S00164173,180,18
S00164174,134,6
S00164175,63,3
S00164176,88,10
S00164177,115,9
S00164178,78,7
S00164179,92,7
S00164180,103,5
S00164181,87,5
S00164182,61,4
S00164183,175,8
S00164184,86,6
S00164185,113,6
S00164186,120,8
S00164187,100,6
S00164188,67,3
S00164189,150,11
S00164190,101,7
S00164191,69,5
S00164192,75,4
S00164193,66,2
S00164194,83,3
S00164195,76,10
S00164196,105,14
S00164197,94,4
S00164198,80,6
S00164199,130,8
S00164200,130,4
S00164201,123,5
S00164202,76,2
S00164203,134,14
S00164204,71,4
S00164205,85,3
S00164206,127,6
S00164207,77,4
S00164208,103,5
S00164209,100,6
S00164210,97,7
S00164211,89,8
S00164212,81,3
S00164213,83,2
S00164214,107,9
S00164215,78,4
S00164216,96,7
S00164217,116,3
S00164218,107,11
S00164219,129,14
S00164220,127,10
S00164221,94,5
S00164222,150,13
S00164223,122,8
S00164224,76,5
S00164225,71,4
S00164226,111,5
S00164227,100,4
S00164228,90,4
S00164229,115,10
S00164230,126,8
S00164231,63,6
S00164232,134,18
S00164233,76,3
S00164234,75,1
S00164235,63,5
S00164236,105,10
S00164237,70,6
S00164238,135,10
S00164239,94,3
S00164240,119,7
S00164241,138,4
S00164242,68,6
S00164243,69,2
S00164244,60,5
S00164245,66,9
S00164246,56,3
S00164247,103,5
S00164248,99,7
S00164249,127,8
S00164250,60,10
S00164251,54,3
S00164252,118,5
S00164253,72,-
S00164254,88,3
S00164255,126,3
S00164256,103,7
S00164257,93,6
S00164258,121,3
S00164259,76,4
S00164260,68,5
S00164261,98,2
S00164262,72,-
S00164263,153,7
S00164264,86,10
S00164265,87,8
S00164266,71,5
S00164267,90,11
S00164268,55,6
S00164269,77,5
S00164270,57,5
S00164271,116,6
S00164272,96,2
S00164273,110,8
S00164274,78,6
S00164275,56,4
S00164276,85,12
S00164277,86,9
S00164278,81,4
S00164279,105,7
S00164280,114,11
S00164281,166,11
S00164282,71,4
S00164283,114,-
S00164284,91,3
S00164285,116,8
S00164286,82,5
S00164287,91,8
S00164288,84,7
S00164289,182,13
S00164290,78,4
S00164291,85,7
S00164292,109,5
S00164293,132,17
S00164294,76,3
S00164295,94,6
S00164296,101,5
S00164297,84,4
S00164298,86,4
S00164299,60,8
S00164300,82,6
S00164301,188,24
S00164302,84,6
S00164303,79,8
S00164304,75,5
S00164305,97,7
S00164306,79,2
S00164307,91,1
S00164308,157,12
S00164309,123,10
S00164310,109,9
S00164311,95,4
S00164312,109,4
S00164313,99,1
S00164314,89,8
S00164315,59,8
S00164316,97,6
S00164317,123,13
S00164318,64,8
S00164319,69,6
S00164320,81,8
S00164321,86,7
S00164322,148,9
S00164323,114,5
S00164324,116,10
S00164325,75,-
S00164326,96,8
S00164327,91,6
S00164328,67,6
S00164329,84,5
S00164330,51,2
S00164331,83,2
S00164332,84,4
S00164333,91,9
S00164334,65,9
S00164335,63,4
S00164336,101,13
S00164337,71,4
S00164338,54,2
S00164339,145,7
S00164340,67,7
S00164341,108,9
S00164342,81,9
S00164343,86,6
S00164344,71,2
S00164345,81,8
S00164346,121,4
S00164347,110,8
S00164348,104,-
S00164349,94,5
S00164350,83,1
S00164351,81,9
S00164352,130,12
S00164353,97,8
S00164354,124,10
S00164355,75,-
S00164356,91,7
S00164357,95,3
S00164358,70,5
S00164359,79,11
S00164360,75,4
S00164361,130,11
S00164362,65,5
S00164363,57,5
S00164364,112,2
S00164365,100,13
S00164366,89,6
S00164367,97,10
S00164368,60,4
S00164369,71,6
S00164370,100,3
S00164371,107,1
S00164372,73,4
S00164373,122,6
S00164374,75,7
S00164375,88,12
S00164376,137,10
S00164377,104,10
S00164378,64,5
S00164379,51,4
S00164380,75,3
S00164381,104,2
S00164382,85,1
S00164383,58,2
S00164384,80,3
S00164385,111,7
S00164386,120,12
S00164387,123,18
S00164388,90,6
S00164389,105,6
S00164390,70,4
S00164391,73,5
S00164392,114,9
S00164393,211,3
S00164394,142,11
S00164395,111,3
S00164396,90,-
S00164397,98,7
S00164398,90,7
S00164399,78,4
S00164400,89,3
S00164401,63,4
S00164402,105,4
S00164403,87,4
S00164404,117,5
S00164405,140,9
S00164406,84,8
S00164407,118,14
S00164408,103,9
S00164409,73,7
S00164410,168,4
S00164411,83,6
S00164412,105,8
S00164413,53,1
S00164414,92,5
S00164415,82,3
S00164416,75,4
S00164417,79,6
S00164418,67,-
S00164419,109,8
S00164420,109,5
S00164421,105,8
S00164422,115,13
S00164423,117,5
S00164424,91,8
S00164425,75,6
S00164426,90,9
S00164427,78,5
S00164428,97,8
S00164429,74,3
S00164430,54,3
S00164431,72,3
S00164432,104,2
S00164433,112,11
S00164434,88,-
S00164435,78,4
S00164436,130,4
S00164437,88,4
S00164438,72,6
S00164439,73,5
S00164440,110,10
S00164441,70,3
S00164442,99,15
S00164443,115,4
S00164444,92,7
S00164445,88,7
S00164446,102,-
S00164447,80,9
S00164448,60,3
S00164449,90,5
S00164450,104,5
S00164451,108,8
S00164452,124,10
S00164453,80,5
S00164454,207,12
S00164455,107,15
S00164456,67,11
S00164457,69,2
S00164458,83,6
S00164459,88,4
S00164460,93,5
S00164461,76,1
S00164462,175,14
S00164463,135,4
S00164464,86,3
S00164465,182,12
S00164466,93,11
S00164467,65,4
S00164468,83,4
S00164469,106,11
S00164470,80,10
S00164471,115,13
S00164472,109,4
S00164473,100,9
S00164474,106,6
S00164475,145,11
S00164476,94,8
S00164477,77,6
S00164478,75,11
S00164479,89,4
S00164480,140,3
S00164481,145,13
S00164482,97,11
S00164483,99,2
S00164484,58,5
S00164485,138,7
S00164486,106,3
S00164487,124,12
S00164488,139,7
S00164489,63,5
S00164490,116,8
S00164491,110,7
S00164492,83,1
S00164493,84,14
S00164494,107,11
S00164495,102,11
S00164496,120,4
S00164497,132,6
S00164498,51,2
S00164499,82,2
S00164500,56,-
S00164501,152,8
S00164502,82,2
S00164503,94,2
S00164504,120,8
S00164505,50,10
S00164506,68,4
S00164507,129,5
S00164508,108,9
S00164509,154,20
S00164510,80,3
S00164511,98,-
S00164512,66,3
S00164513,144,11
S00164514,86,5
S00164515,102,9
S00164516,60,6
S00164517,96,9
S00164518,61,4
S00164519,107,5
S00164520,112,7
S00164521,126,3
S00164522,123,10
S00164523,58,5
S00164524,125,9
S00164525,57,4
S00164526,66,6
S00164527,93,11
S00164528,115,6
S00164529,118,7
S00164530,69,6
S00164531,94,4
S00164532,127,14
S00164533,101,7
S00164534,78,4
S00164535,123,6
S00164536,133,6
S00164537,90,10
S00164538,133,9
S00164539,137,11
S00164540,134,19
S00164541,124,7
S00164542,63,2
S00164543,55,2
S00164544,115,9
S00164545,47,2
S00164546,93,5
S00164547,73,7
S00164548,84,3
S00164549,92,2
S00164550,109,11
S00164551,119,21
S00164552,93,2
S00164553,83,1
S00164554,122,8
S00164555,98,5
S00164556,55,1
S00164557,127,11
S00164558,87,8
S00164559,98,13
S00164560,67,10
S00164561,118,8
S00164562,53,4
S00164563,114,4
S00164564,73,2
S00164565,75,7
S00164566,74,2
S00164567,69,9
S00164568,64,6
S00164569,93,9
S00164570,83,2
S00164571,64,8
S00164572,114,8
S00164573,70,2
S00164574,109,21
S00164575,116,8
S00164576,139,10
S00164577,67,4
S00164578,132,17
S00164579,72,5
S00164580,66,4
S00164581,126,8
S00164582,77,5
S00164583,82,2
S00164584,81,8
S00164585,61,3
S00164586,134,10
S00164587,80,8
S00164588,108,10
S00164589,60,-
S00164590,139,4
S00164591,62,2
S00164592,65,-
S00164593,90,10
S00164594,87,5
S00164595,126,10
S00164596,117,13
S00164597,119,6
S00164598,94,2
S00164599,58,5
S00164600,110,6
S00164601,94,4
S00164602,78,6
S00164603,79,4
S00164604,48,1
S00164605,66,4
S00164606,102,2
S00164607,60,6
S00164608,100,2
S00164609,113,7
S00164610,96,3
S00164611,65,3
S00164612,85,6
S00164613,92,3
S00164614,77,3
S00164615,134,12
S00164616,91,5
S00164617,88,10
S00164618,135,7
S00164619,79,7
S00164620,73,4
S00164621,81,7
S00164622,73,2
S00164623,56,1
S00164624,130,4
S00164625,81,8
S00164626,71,-
S00164627,108,9
S00164628,119,6
S00164629,159,9
S00164630,89,8
S00164631,137,4
S00164632,73,8
S00164633,115,4
S00164634,123,9
S00164635,105,6
S00164636,71,8
S00164637,98,10
S00164638,110,3
S00164639,108,9
S00164640,112,7
S00164641,90,5
S00164642,99,2
S00164643,71,5
S00164644,61,1
S00164645,65,6
S00164646,106,4
S00164647,111,10
S00164648,91,9
S00164649,139,16
S00164650,154,20
S00164651,93,8
S00164652,114,13
S00164653,106,8
S00164654,89,5
S00164655,96,7
S00164656,118,8
S00164657,83,2
S00164658,86,13
S00164659,101,7
S00164660,111,8
S00164661,135,4
S00164662,84,8
S00164663,73,5
S00164664,88,9
S00164665,60,1
S00164666,117,2
S00164667,83,8
S00164668,89,10
S00164669,49,1
S00164670,95,4
S00164671,121,8
S00164672,111,14
S00164673,125,3
S00164674,64,4
S00164675,80,-
S00164676,93,7
S00164677,64,5
S00164678,88,6
S00164679,93,16
S00164680,101,10
S00164681,101,12
S00164682,139,10
S00164683,56,2
S00164684,72,7
S00164685,65,12
S00164686,64,8
S00164687,53,5
S00164688,124,8
S00164689,94,10
S00164690,57,1
S00164691,71,5
S00164692,83,5
S00164693,73,7
S00164694,84,10
S00164695,159,15
S00164696,141,15
S00164697,57,6
S00164698,57,5
S00164699,83,-
S00164700,80,9
S00164701,131,2
S00164702,141,7
S00164703,103,4
S00164704,86,1
S00164705,78,1
S00164706,102,-
S00164707,74,4
S00164708,121,5
S00164709,88,4
S00164710,84,3
S00164711,87,8
S00164712,134,2
S00164713,55,-
S00164714,113,7
S00164715,77,8
S00164716,65,6
S00164717,88,11
S00164718,192,14
S00164719,54,3
S00164720,131,12
S00164721,109,13
S00164722,97,10
S00164723,86,12
S00164724,129,16
S00164725,110,5
S00164726,121,-
S00164727,172,20
S00164728,109,8
S00164729,113,11
S00164730,101,4
S00164731,151,13
S00164732,137,9
S00164733,120,6
S00164734,83,2
S00164735,53,4
S00164736,110,14
S00164737,113,10
S00164738,78,4
S00164739,123,5
S00164740,54,1
S00164741,92,6
S00164742,131,11
S00164743,148,8
S00164744,159,7
S00164745,85,3
S00164746,125,5
S00164747,97,12
S00164748,91,5
S00164749,90,3
S00164750,100,5
S00164751,141,5
S00164752,60,6
S00164753,73,2
S00164754,69,1
S00164755,110,6
S00164756,115,9
S00164757,131,6
S00164758,56,6
S00164759,169,7
S00164760,82,3
S00164761,72,1
S00164762,55,3
S00164763,98,14
S00164764,69,-
S00164765,84,7
S00164766,73,6
S00164767,114,5
S00164768,89,5
S00164769,74,2
S00164770,116,7
S00164771,130,8
S00164772,80,4
S00164773,94,5
S00164774,123,4
S00164775,95,7
S00164776,67,-
S00164777,79,7
S00164778,117,6
S00164779,89,2
S00164780,130,8
S00164781,123,11
S00164782,100,3
S00164783,112,8
S00164784,78,1
S00164785,112,2
S00164786,171,11
S00164787,83,3
S00164788,64,4
S00164789,107,5
S00164790,70,5
S00164791,152,10
S00164792,72,-
S00164793,101,8
S00164794,77,3
S00164795,99,4
S00164796,94,2
S00164797,63,2
S00164798,100,3
S00164799,132,9
S00164800,119,2
S00164801,92,1
S00164802,138,11
S00164803,85,1
S00164804,89,6
S00164805,111,6
S00164806,60,1
S00164807,114,4
S00164808,85,2
S00164809,84,4
S00164810,130,6
S00164811,96,2
S00164812,106,4
S00164813,162,6
S00164814,127,3
S00164815,127,7
S00164816,84,2
S00164817,56,-
S00164818,81,2
S00164819,91,1
S00164820,173,8
S00164821,101,1
S00164822,83,4
S00164823,62,4
S00164824,82,5
S00164825,126,11
S00164826,157,6
S00164827,125,5
S00164828,137,3
S00164829,117,5
S00164830,88,7
S00164831,113,4
S00164832,150,11
S00164833,131,8
S00164834,91,3
S00164835,108,4
S00164836,143,7
S00164837,96,6
S00164838,121,2
S00164839,73,5
S00164840,122,5
S00164841,152,3
S00164842,142,9
S00164843,95,5
S00164844,88,5
S00164845,140,6
S00164846,77,2
S00164847,100,5
S00164848,133,13
S00164849,122,9
S00164850,69,6
S00164851,142,7
S00164852,89,-
S00164853,65,2
S00164854,80,1
S00164855,51,1
S00164856,117,2
S00164857,104,6
S00164858,120,5
S00164859,95,3
S00164860,109,6
S00164861,71,3
S00164862,85,11
S00164863,117,6
S00164864,77,5
S00164865,90,2
S00164866,68,2
S00164867,91,4
S00164868,113,1
S00164869,61,3
S00164870,166,7
S00164871,85,2
S00164872,68,1
S00164873,97,8
S00164874,73,5
S00164875,96,7
S00164876,120,9
S00164877,83,4
S00164878,79,2
S00164879,110,5
S00164880,101,5
S00164881,136,5
S00164882,111,14
S00164883,80,4
S00164884,173,16
S00164885,91,1
S00164886,107,10
S00164887,91,3
S00164888,76,3
S00164889,126,9
S00164890,93,3
S00164891,97,9
S00164892,85,2
S00164893,162,8
S00164894,119,6
S00164895,78,1
S00164896,131,11
S00164897,77,9
S00164898,77,2
S00164899,92,6
S00164900,62,6
S00164901,142,15
S00164902,135,9
S00164903,79,3
S00164904,64,2
S00164905,104,6
S00164906,99,7
S00164907,121,3
S00164908,61,2
S00164909,84,2
S00164910,114,4
S00164911,55,-
S00164912,90,3
S00164913,64,2
S00164914,96,6
S00164915,104,10
S00164916,90,4
S00164917,84,3
S00164918,55,1
S00164919,83,5
S00164920,123,10
S00164921,132,14
S00164922,122,3
S00164923,130,6
S00164924,69,2
S00164925,89,5
