OutputCode,WorkplacePop
S00158705,39
S00158706,9
S00158707,28
S00158708,76
S00158709,16
S00158710,15
S00158711,28
S00158712,5
S00158713,25
S00158714,14
S00158715,22
S00158716,28
S00158717,38
S00158718,34
S00158719,41
S00158720,27
S00158721,155
S00158722,24
S00158723,25
S00158724,66
S00158725,23
S00158726,57
S00158727,34
S00158728,20
S00158729,10
S00158730,13
S00158731,11
S00158732,20
S00158733,10
S00158734,21
S00158735,11
S00158736,113
S00158737,33
S00158738,15
S00158739,19
S00158740,22
S00158741,32
S00158742,20
S00158743,17
S00158744,21
S00158745,86
S00158746,21
S00158747,198
S00158748,32
S00158749,29
S00158750,68
S00158751,36
S00158752,33
S00158753,270
S00158754,30
S00158755,13
S00158756,39
S00158757,17
S00158758,22
S00158759,48
S00158760,68
S00158761,30
S00158762,44
S00158763,49
S00158764,27
S00158765,20
S00158766,26
S00158767,20
S00158768,29
S00158769,96
S00158770,17
S00158771,7
S00158772,18
S00158773,47
S00158774,19
S00158775,131
S00158776,9
S00158777,183
S00158778,13
S00158779,26
S00158780,15
S00158781,"1,487"
S00158782,54
S00158783,52
S00158784,65
S00158785,"5,622"
S00158786,17
S00158787,19
S00158788,474
S00158789,15
S00158790,14
S00158791,356
S00158792,22
S00158793,34
S00158794,11
S00158795,14
S00158796,15
S00158797,20
S00158798,19
S00158799,12
S00158800,15
S00158801,20
S00158802,34
S00158803,27
S00158804,48
S00158805,28
S00158806,47
S00158807,27
S00158808,174
S00158809,47
S00158810,29
S00158811,25
S00158812,36
S00158813,54
S00158814,43
S00158815,29
S00158816,16
S00158817,28
S00158818,968
S00158819,35
S00158820,35
S00158821,71
S00158822,41
S00158823,45
S00158824,26
S00158825,33
S00158826,99
S00158827,50
S00158828,30
S00158829,29
S00158830,13
S00158831,67
S00158832,12
S00158833,29
S00158834,30
S00158835,21
S00158836,29
S00158837,17
S00158838,39
S00158839,30
S00158840,104
S00158841,55
S00158842,33
S00158843,9
S00158844,127
S00158845,14
S00158846,16
S00158847,30
S00158848,24
S00158849,14
S00158850,20
S00158851,8
S00158852,88
S00158853,26
S00158854,208
S00158855,10
S00158856,23
S00158857,29
S00158858,198
S00158859,19
S00158860,18
S00158861,24
S00158862,87
S00158863,44
S00158864,98
S00158865,22
S00158866,195
S00158867,17
S00158868,17
S00158869,28
S00158870,131
S00158871,845
S00158872,47
S00158873,338
S00158874,18
S00158875,33
S00158876,17
S00158877,356
S00158878,24
S00158879,25
S00158880,15
S00158881,248
S00158882,37
S00158883,30
S00158884,105
S00158885,199
S00158886,35
S00158887,73
S00158888,19
S00158889,16
S00158890,18
S00158891,16
S00158892,651
S00158893,338
S00158894,11
S00158895,15
S00158896,27
S00158897,77
S00158898,23
S00158899,111
S00158900,19
S00158901,24
S00158902,18
S00158903,25
S00158904,56
S00158905,62
S00158906,737
S00158907,72
S00158908,54
S00158909,21
S00158910,20
S00158911,33
S00158912,4
S00158913,206
S00158914,127
S00158915,11
S00158916,28
S00158917,83
S00158918,9
S00158919,349
S00158920,13
S00158921,27
S00158922,34
S00158923,34
S00158924,17
S00158925,6
S00158926,7
S00158927,20
S00158928,13
S00158929,15
S00158930,52
S00158931,20
S00158932,140
S00158933,32
S00158934,21
S00158935,45
S00158936,139
S00158937,27
S00158938,50
S00158939,16
S00158940,104
S00158941,28
S00158942,20
S00158943,74
S00158944,32
S00158945,75
S00158946,16
S00158947,14
S00158948,24
S00158949,22
S00158950,42
S00158951,46
S00158952,50
S00158953,11
S00158954,7
S00158955,"17,339"
S00158956,20
S00158957,31
S00158958,17
S00158959,101
S00158960,124
S00158961,154
S00158962,21
S00158963,13
S00158964,15
S00158965,20
S00158966,92
S00158967,14
S00158968,25
S00158969,55
S00158970,32
S00158971,22
S00158972,19
S00158973,56
S00158974,45
S00158975,29
S00158976,13
S00158977,16
S00158978,28
S00158979,38
S00158980,20
S00158981,22
S00158982,19
S00158983,15
S00158984,29
S00158985,42
S00158986,30
S00158987,29
S00158988,19
S00158989,113
S00158990,69
S00158991,22
S00158992,42
S00158993,"1,367"
S00158994,22
S00158995,19
S00158996,16
S00158997,21
S00158998,146
S00158999,16
S00159000,18
S00159001,23
S00159002,10
S00159003,26
S00159004,92
S00159005,"1,136"
S00159006,26
S00159007,18
S00159008,19
S00159009,17
S00159010,21
S00159011,176
S00159012,14
S00159013,7
S00159014,19
S00159015,26
S00159016,34
S00159017,65
S00159018,51
S00159019,193
S00159020,208
S00159021,14
S00159022,20
S00159023,12
S00159024,21
S00159025,11
S00159026,33
S00159027,12
S00159028,28
S00159029,14
S00159030,37
S00159031,68
S00159032,11
S00159033,25
S00159034,15
S00159035,33
S00159036,554
S00159037,16
S00159038,42
S00159039,14
S00159040,25
S00159041,16
S00159042,15
S00159043,12
S00159044,11
S00159045,26
S00159046,20
S00159047,15
S00159048,30
S00159049,17
S00159050,31
S00159051,23
S00159052,147
S00159053,77
S00159054,62
S00159055,31
S00159056,8
S00159057,19
S00159058,17
S00159059,41
S00159060,15
S00159061,891
S00159062,18
S00159063,20
S00159064,25
S00159065,"1,436"
S00159066,13
S00159067,21
S00159068,17
S00159069,35
S00159070,13
S00159071,12
S00159072,10
S00159073,23
S00159074,13
S00159075,7
S00159076,22
S00159077,29
S00159078,41
S00159079,"1,735"
S00159080,46
S00159081,16
S00159082,25
S00159083,38
S00159084,20
S00159085,46
S00159086,60
S00159087,19
S00159088,36
S00159089,31
S00159090,12
S00159091,29
S00159092,10
S00159093,76
S00159094,18
S00159095,75
S00159096,21
S00159097,74
S00159098,66
S00159099,"4,567"
S00159100,56
S00159101,19
S00159102,29
S00159103,48
S00159104,56
S00159105,47
S00159106,15
S00159107,10
S00159108,17
S00159109,6
S00159110,20
S00159111,32
S00159112,55
S00159113,42
S00159114,29
S00159115,15
S00159116,23
S00159117,15
S00159118,13
S00159119,37
S00159120,20
S00159121,107
S00159122,19
S00159123,19
S00159124,41
S00159125,29
S00159126,35
S00159127,55
S00159128,31
S00159129,23
S00159130,87
S00159131,31
S00159132,35
S00159133,20
S00159134,17
S00159135,21
S00159136,23
S00159137,46
S00159138,46
S00159139,86
S00159140,31
S00159141,23
S00159142,13
S00159143,36
S00159144,341
S00159145,45
S00159146,49
S00159147,95
S00159148,27
S00159149,137
S00159150,9
S00159151,40
S00159152,68
S00159153,21
S00159154,20
S00159155,27
S00159156,25
S00159157,16
S00159158,49
S00159159,20
S00159160,11
S00159161,"4,718"
S00159162,19
S00159163,13
S00159164,17
S00159165,13
S00159166,25
S00159167,20
S00159168,35
S00159169,18
S00159170,16
S00159171,41
S00159172,25
S00159173,161
S00159174,25
S00159175,44
S00159176,40
S00159177,35
S00159178,41
S00159179,26
S00159180,62
S00159181,58
S00159182,174
S00159183,22
S00159184,22
S00159185,46
S00159186,21
S00159187,32
S00159188,10
S00159189,31
S00159190,65
S00159191,18
S00159192,27
S00159193,55
S00159194,24
S00159195,67
S00159196,"3,486"
S00159197,18
S00159198,47
S00159199,24
S00159200,46
S00159201,18
S00159202,37
S00159203,32
S00159204,28
S00159205,30
S00159206,27
S00159207,49
S00159208,36
S00159209,14
S00159210,26
S00159211,26
S00159212,27
S00159213,37
S00159214,22
S00159215,"2,351"
S00159216,12
S00159217,7
S00159218,25
S00159219,36
S00159220,27
S00159221,18
S00159222,21
S00159223,17
S00159224,53
S00159225,10
S00159226,29
S00159227,27
S00159228,15
S00159229,10
S00159230,33
S00159231,13
S00159232,24
S00159233,56
S00159234,130
S00159235,24
S00159236,11
S00159237,31
S00159238,37
S00159239,26
S00159240,13
S00159241,13
S00159242,808
S00159243,25
S00159244,43
S00159245,13
S00159246,16
S00159247,14
S00159248,50
S00159249,33
S00159250,356
S00159251,14
S00159252,18
S00159253,22
S00159254,53
S00159255,17
S00159256,32
S00159257,30
S00159258,27
S00159259,179
S00159260,26
S00159261,20
S00159262,21
S00159263,14
S00159264,17
S00159265,38
S00159266,20
S00159267,26
S00159268,41
S00159269,6
S00159270,29
S00159271,215
S00159272,25
S00159273,22
S00159274,11
S00159275,30
S00159276,43
S00159277,24
S00159278,20
S00159279,18
S00159280,701
S00159281,47
S00159282,17
S00159283,"1,044"
S00159284,75
S00159285,45
S00159286,28
S00159287,11
S00159288,86
S00159289,38
S00159290,27
S00159291,19
S00159292,143
S00159293,35
S00159294,520
S00159295,40
S00159296,27
S00159297,13
S00159298,32
S00159299,11
S00159300,22
S00159301,157
S00159302,15
S00159303,6
S00159304,31
S00159305,217
S00159306,785
S00159307,45
S00159308,22
S00159309,40
S00159310,27
S00159311,39
S00159312,17
S00159313,14
S00159314,22
S00159315,60
S00159316,56
S00159317,8
S00159318,20
S00159319,16
S00159320,19
S00159321,36
S00159322,19
S00159323,156
S00159324,16
S00159325,47
S00159326,258
S00159327,14
S00159328,19
S00159329,24
S00159330,28
S00159331,19
S00159332,21
S00159333,29
S00159334,16
S00159335,30
S00159336,79
S00159337,18
S00159338,13
S00159339,42
S00159340,8
S00159341,39
S00159342,54
S00159343,14
S00159344,351
S00159345,16
S00159346,14
S00159347,789
S00159348,22
S00159349,9
S00159350,25
S00159351,7
S00159352,14
S00159353,54
S00159354,16
S00159355,23
S00159356,69
S00159357,656
S00159358,24
S00159359,35
S00159360,178
S00159361,41
S00159362,22
S00159363,14
S00159364,37
S00159365,99
S00159366,"2,481"
S00159367,16
S00159368,20
S00159369,29
S00159370,39
S00159371,54
S00159372,297
S00159373,4
S00159374,20
S00159375,46
S00159376,14
S00159377,45
S00159378,18
S00159379,23
S00159380,53
S00159381,48
S00159382,11
S00159383,18
S00159384,89
S00159385,36
S00159386,151
S00159387,18
S00159388,16
S00159389,60
S00159390,31
S00159391,32
S00159392,377
S00159393,22
S00159394,20
S00159395,5
S00159396,93
S00159397,24
S00159398,12
S00159399,224
S00159400,26
S00159401,56
S00159402,16
S00159403,35
S00159404,14
S00159405,37
S00159406,21
S00159407,90
S00159408,22
S00159409,38
S00159410,37
S00159411,28
S00159412,46
S00159413,4
S00159414,15
S00159415,15
S00159416,7
S00159417,44
S00159418,42
S00159419,31
S00159420,18
S00159421,14
S00159422,8
S00159423,15
S00159424,18
S00159425,83
S00159426,20
S00159427,21
S00159428,8
S00159429,123
S00159430,39
S00159431,31
S00159432,8
S00159433,55
S00159434,26
S00159435,42
S00159436,37
S00159437,10
S00159438,15
S00159439,46
S00159440,25
S00159441,37
S00159442,39
S00159443,37
S00159444,22
S00159445,17
S00159446,9
S00159447,44
S00159448,18
S00159449,273
S00159450,18
S00159451,20
S00159452,8
S00159453,48
S00159454,41
S00159455,57
S00159456,19
S00159457,49
S00159458,95
S00159459,38
S00159460,83
S00159461,34
S00159462,14
S00159463,41
S00159464,26
S00159465,28
S00159466,34
S00159467,19
S00159468,38
S00159469,17
S00159470,216
S00159471,26
S00159472,12
S00159473,16
S00159474,25
S00159475,88
S00159476,34
S00159477,25
S00159478,17
S00159479,24
S00159480,733
S00159481,31
S00159482,18
S00159483,61
S00159484,28
S00159485,12
S00159486,18
S00159487,19
S00159488,97
S00159489,26
S00159490,11
S00159491,22
S00159492,29
S00159493,39
S00159494,19
S00159495,7
S00159496,18
S00159497,17
S00159498,12
S00159499,89
S00159500,11
S00159501,49
S00159502,167
S00159503,43
S00159504,94
S00159505,54
S00159506,9
S00159507,21
S00159508,12
S00159509,151
S00159510,30
S00159511,49
S00159512,31
S00159513,41
S00159514,25
S00159515,79
S00159516,25
S00159517,31
S00159518,20
S00159519,40
S00159520,15
S00159521,17
S00159522,28
S00159523,60
S00159524,19
S00159525,23
S00159526,54
S00159527,45
S00159528,14
S00159529,12
S00159530,18
S00159531,16
S00159532,10
S00159533,26
S00159534,18
S00159535,21
S00159536,25
S00159537,35
S00159538,16
S00159539,26
S00159540,20
S00159541,20
S00159542,33
S00159543,296
S00159544,14
S00159545,83
S00159546,6
S00159547,704
S00159548,26
S00159549,25
S00159550,62
S00159551,14
S00159552,16
S00159553,37
S00159554,20
S00159555,15
S00159556,17
S00159557,16
S00159558,19
S00159559,35
S00159560,28
S00159561,21
S00159562,29
S00159563,29
S00159564,17
S00159565,32
S00159566,40
S00159567,24
S00159568,74
S00159569,207
S00159570,20
S00159571,21
S00159572,26
S00159573,18
S00159574,40
S00159575,197
S00159576,27
S00159577,49
S00159578,14
S00159579,17
S00159580,24
S00159581,38
S00159582,23
S00159583,73
S00159584,22
S00159585,56
S00159586,65
S00159587,11
S00159588,19
S00159589,100
S00159590,37
S00159591,24
S00159592,34
S00159593,19
S00159594,35
S00159595,89
S00159596,162
S00159597,12
S00159598,30
S00159599,77
S00159600,35
S00159601,23
S00159602,148
S00159603,136
S00159604,49
S00159605,34
S00159606,345
S00159607,27
S00159608,23
S00159609,47
S00159610,27
S00159611,20
S00159612,52
S00159613,21
S00159614,18
S00159615,25
S00159616,43
S00159617,56
S00159618,29
S00159619,9
S00159620,25
S00159621,17
S00159622,23
S00159623,47
S00159624,19
S00159625,32
S00159626,24
S00159627,29
S00159628,18
S00159629,"2,021"
S00159630,111
S00159631,34
S00159632,34
S00159633,17
S00159634,68
S00159635,26
S00159636,23
S00159637,12
S00159638,27
S00159639,26
S00159640,41
S00159641,957
S00159642,21
S00159643,28
S00159644,10
S00159645,23
S00159646,20
S00159647,45
S00159648,36
S00159649,24
S00159650,16
S00159651,36
S00159652,28
S00159653,59
S00159654,48
S00159655,38
S00159656,83
S00159657,31
S00159658,26
S00159659,48
S00159660,25
S00159661,14
S00159662,32
S00159663,43
S00159664,71
S00159665,103
S00159666,40
S00159667,28
S00159668,74
S00159669,99
S00159670,18
S00159671,17
S00159672,8
S00159673,19
S00159674,29
S00159675,34
S00159676,15
S00159677,38
S00159678,18
S00159679,51
S00159680,104
S00159681,29
S00159682,13
S00159683,40
S00159684,32
S00159685,26
S00159686,29
S00159687,15
S00159688,28
S00159689,28
S00159690,61
S00159691,10
S00159692,24
S00159693,44
S00159694,35
S00159695,29
S00159696,64
S00159697,29
S00159698,32
S00159699,237
S00159700,71
S00159701,26
S00159702,19
S00159703,35
S00159704,15
S00159705,23
S00159706,34
S00159707,25
S00159708,53
S00159709,13
S00159710,67
S00159711,43
S00159712,44
S00159713,949
S00159714,28
S00159715,64
S00159716,78
S00159717,21
S00159718,35
S00159719,7
S00159720,47
S00159721,46
S00159722,29
S00159723,51
S00159724,974
S00159725,33
S00159726,21
S00159727,47
S00159728,30
S00159729,107
S00159730,30
S00159731,44
S00159732,11
S00159733,43
S00159734,33
S00159735,12
S00159736,22
S00159737,17
S00159738,58
S00159739,35
S00159740,16
S00159741,227
S00159742,14
S00159743,35
S00159744,47
S00159745,9
S00159746,17
S00159747,26
S00159748,19
S00159749,28
S00159750,27
S00159751,30
S00159752,172
S00159753,28
S00159754,32
S00159755,25
S00159756,11
S00159757,21
S00159758,47
S00159759,105
S00159760,91
S00159761,16
S00159762,27
S00159763,11
S00159764,18
S00159765,22
S00159766,26
S00159767,66
S00159768,802
S00159769,190
S00159770,19
S00159771,16
S00159772,24
S00159773,29
S00159774,35
S00159775,10
S00159776,25
S00159777,49
S00159778,28
S00159779,23
S00159780,31
S00159781,47
S00159782,28
S00159783,20
S00159784,152
S00159785,21
S00159786,55
S00159787,21
S00159788,20
S00159789,20
S00159790,14
S00159791,31
S00159792,17
S00159793,34
S00159794,37
S00159795,15
S00159796,27
S00159797,24
S00159798,15
S00159799,26
S00159800,10
S00159801,16
S00159802,25
S00159803,83
S00159804,25
S00159805,18
S00159806,44
S00159807,28
S00159808,71
S00159809,25
S00159810,35
S00159811,81
S00159812,29
S00159813,24
S00159814,27
S00159815,32
S00159816,17
S00159817,12
S00159818,29
S00159819,29
S00159820,25
S00159821,27
S00159822,66
S00159823,27
S00159824,19
S00159825,82
S00159826,27
S00159827,28
S00159828,29
S00159829,13
S00159830,24
S00159831,27
S00159832,41
S00159833,17
S00159834,37
S00159835,77
S00159836,29
S00159837,35
S00159838,26
S00159839,123
S00159840,49
S00159841,22
S00159842,16
S00159843,37
S00159844,21
S00159845,24
S00159846,56
S00159847,42
S00159848,10
S00159849,11
S00159850,23
S00159851,78
S00159852,47
S00159853,19
S00159854,53
S00159855,226
S00159856,55
S00159857,18
S00159858,45
S00159859,112
S00159860,20
S00159861,26
S00159862,13
S00159863,44
S00159864,31
S00159865,30
S00159866,15
S00159867,27
S00159868,11
S00159869,19
S00159870,22
S00159871,101
S00159872,50
S00159873,46
S00159874,15
S00159875,19
S00159876,24
S00159877,17
S00159878,26
S00159879,33
S00159880,375
S00159881,33
S00159882,41
S00159883,40
S00159884,21
S00159885,33
S00159886,18
S00159887,24
S00159888,5
S00159889,15
S00159890,46
S00159891,39
S00159892,25
S00159893,56
S00159894,26
S00159895,30
S00159896,22
S00159897,51
S00159898,21
S00159899,197
S00159900,28
S00159901,25
S00159902,20
S00159903,321
S00159904,25
S00159905,20
S00159906,109
S00159907,14
S00159908,20
S00159909,18
S00159910,15
S00159911,23
S00159912,21
S00159913,93
S00159914,46
S00159915,22
S00159916,24
S00159917,37
S00159918,35
S00159919,248
S00159920,12
S00159921,30
S00159922,633
S00159923,111
S00159924,25
S00159925,33
S00159926,17
S00159927,76
S00159928,11
S00159929,40
S00159930,24
S00159931,395
S00159932,24
S00159933,28
S00159934,42
S00159935,637
S00159936,25
S00159937,24
S00159938,83
S00159939,64
S00159940,21
S00159941,24
S00159942,20
S00159943,32
S00159944,24
S00159945,113
S00159946,14
S00159947,17
S00159948,21
S00159949,24
S00159950,134
S00159951,19
S00159952,25
S00159953,70
S00159954,194
S00159955,14
S00159956,18
S00159957,33
S00159958,58
S00159959,23
S00159960,35
S00159961,34
S00159962,33
S00159963,56
S00159964,113
S00159965,24
S00159966,223
S00159967,25
S00159968,83
S00159969,161
S00159970,9
S00159971,8
S00159972,28
S00159973,33
S00159974,22
S00159975,28
S00159976,460
S00159977,21
S00159978,25
S00159979,20
S00159980,74
S00159981,181
S00159982,19
S00159983,30
S00159984,26
S00159985,"1,305"
S00159986,29
S00159987,23
S00159988,15
S00159989,32
S00159990,22
S00159991,27
S00159992,30
S00159993,18
S00159994,14
S00159995,21
S00159996,19
S00159997,38
S00159998,11
S00159999,14
S00160000,169
S00160001,11
S00160002,16
S00160003,24
S00160004,30
S00160005,25
S00160006,39
S00160007,18
S00160008,20
S00160009,241
S00160010,34
S00160011,94
S00160012,25
S00160013,42
S00160014,25
S00160015,63
S00160016,10
S00160017,451
S00160018,18
S00160019,16
S00160020,33
S00160021,17
S00160022,30
S00160023,32
S00160024,29
S00160025,24
S00160026,22
S00160027,25
S00160028,71
S00160029,19
S00160030,44
S00160031,39
S00160032,19
S00160033,20
S00160034,25
S00160035,50
S00160036,44
S00160037,45
S00160038,50
S00160039,30
S00160040,29
S00160041,37
S00160042,33
S00160043,52
S00160044,43
S00160045,17
S00160046,28
S00160047,113
S00160048,96
S00160049,34
S00160050,14
S00160051,103
S00160052,12
S00160053,42
S00160054,12
S00160055,51
S00160056,73
S00160057,26
S00160058,11
S00160059,32
S00160060,55
S00160061,18
S00160062,25
S00160063,34
S00160064,60
S00160065,74
S00160066,27
S00160067,49
S00160068,41
S00160069,32
S00160070,272
S00160071,60
S00160072,29
S00160073,44
S00160074,21
S00160075,18
S00160076,38
S00160077,38
S00160078,44
S00160079,123
S00160080,18
S00160081,145
S00160082,17
S00160083,39
S00160084,16
S00160085,10
S00160086,141
S00160087,41
S00160088,20
S00160089,24
S00160090,12
S00160091,323
S00160092,27
S00160093,27
S00160094,162
S00160095,36
S00160096,122
S00160097,21
S00160098,32
S00160099,18
S00160100,45
S00160101,24
S00160102,26
S00160103,13
S00160104,27
S00160105,24
S00160106,17
S00160107,23
S00160108,21
S00160109,11
S00160110,25
S00160111,11
S00160112,11
S00160113,42
S00160114,32
S00160115,39
S00160116,55
S00160117,22
S00160118,51
S00160119,31
S00160120,12
S00160121,9
S00160122,18
S00160123,39
S00160124,39
S00160125,28
S00160126,52
S00160127,19
S00160128,31
S00160129,33
S00160130,21
S00160131,12
S00160132,42
S00160133,23
S00160134,192
S00160135,67
S00160136,24
S00160137,92
S00160138,40
S00160139,49
S00160140,21
S00160141,43
S00160142,25
S00160143,38
S00160144,36
S00160145,20
S00160146,74
S00160147,32
S00160148,17
S00160149,18
S00160150,41
S00160151,38
S00160152,61
S00160153,35
S00160154,44
S00160155,35
S00160156,105
S00160157,30
S00160158,25
S00160159,33
S00160160,27
S00160161,45
S00160162,92
S00160163,44
S00160164,34
S00160165,29
S00160166,21
S00160167,28
S00160168,28
S00160169,145
S00160170,36
S00160171,19
S00160172,20
S00160173,5
S00160174,13
S00160175,38
S00160176,16
S00160177,12
S00160178,28
S00160179,26
S00160180,61
S00160181,12
S00160182,24
S00160183,15
S00160184,13
S00160185,22
S00160186,7
S00160187,21
S00160188,28
S00160189,22
S00160190,50
S00160191,55
S00160192,54
S00160193,46
S00160194,45
S00160195,42
S00160196,20
S00160197,28
S00160198,15
S00160199,35
S00160200,20
S00160201,41
S00160202,33
S00160203,41
S00160204,21
S00160205,41
S00160206,26
S00160207,18
S00160208,32
S00160209,20
S00160210,19
S00160211,40
S00160212,16
S00160213,23
S00160214,20
S00160215,35
S00160216,46
S00160217,26
S00160218,51
S00160219,48
S00160220,33
S00160221,23
S00160222,47
S00160223,463
S00160224,51
S00160225,43
S00160226,165
S00160227,14
S00160228,16
S00160229,22
S00160230,16
S00160231,20
S00160232,36
S00160233,6
S00160234,18
S00160235,20
S00160236,21
S00160237,46
S00160238,11
S00160239,32
S00160240,13
S00160241,167
S00160242,36
S00160243,12
S00160244,31
S00160245,28
S00160246,41
S00160247,17
S00160248,18
S00160249,187
S00160250,17
S00160251,104
S00160252,10
S00160253,21
S00160254,79
S00160255,41
S00160256,23
S00160257,11
S00160258,29
S00160259,19
S00160260,25
S00160261,22
S00160262,104
S00160263,12
S00160264,29
S00160265,20
S00160266,67
S00160267,57
S00160268,18
S00160269,10
S00160270,21
S00160271,23
S00160272,15
S00160273,86
S00160274,93
S00160275,187
S00160276,13
S00160277,9
S00160278,24
S00160279,36
S00160280,22
S00160281,16
S00160282,121
S00160283,25
S00160284,17
S00160285,17
S00160286,77
S00160287,46
S00160288,17
S00160289,94
S00160290,33
S00160291,25
S00160292,20
S00160293,22
S00160294,17
S00160295,8
S00160296,67
S00160297,46
S00160298,40
S00160299,59
S00160300,18
S00160301,71
S00160302,42
S00160303,16
S00160304,22
S00160305,9
S00160306,28
S00160307,38
S00160308,21
S00160309,116
S00160310,33
S00160311,40
S00160312,22
S00160313,78
S00160314,34
S00160315,19
S00160316,143
S00160317,22
S00160318,60
S00160319,29
S00160320,15
S00160321,44
S00160322,27
S00160323,14
S00160324,19
S00160325,25
S00160326,23
S00160327,18
S00160328,17
S00160329,29
S00160330,24
S00160331,21
S00160332,49
S00160333,24
S00160334,33
S00160335,54
S00160336,12
S00160337,324
S00160338,24
S00160339,35
S00160340,18
S00160341,26
S00160342,15
S00160343,78
S00160344,17
S00160345,32
S00160346,8
S00160347,25
S00160348,21
S00160349,17
S00160350,32
S00160351,18
S00160352,24
S00160353,26
S00160354,25
S00160355,44
S00160356,12
S00160357,36
S00160358,32
S00160359,37
S00160360,31
S00160361,17
S00160362,32
S00160363,28
S00160364,42
S00160365,19
S00160366,30
S00160367,41
S00160368,20
S00160369,33
S00160370,39
S00160371,16
S00160372,25
S00160373,42
S00160374,32
S00160375,24
S00160376,45
S00160377,34
S00160378,36
S00160379,50
S00160380,111
S00160381,364
S00160382,33
S00160383,26
S00160384,23
S00160385,13
S00160386,19
S00160387,18
S00160388,63
S00160389,44
S00160390,27
S00160391,17
S00160392,26
S00160393,43
S00160394,31
S00160395,29
S00160396,14
S00160397,42
S00160398,25
S00160399,31
S00160400,15
S00160401,20
S00160402,20
S00160403,44
S00160404,31
S00160405,68
S00160406,17
S00160407,45
S00160408,81
S00160409,36
S00160410,18
S00160411,58
S00160412,34
S00160413,249
S00160414,44
S00160415,40
S00160416,23
S00160417,843
S00160418,12
S00160419,14
S00160420,55
S00160421,5
S00160422,61
S00160423,19
S00160424,216
S00160425,28
S00160426,56
S00160427,12
S00160428,18
S00160429,33
S00160430,11
S00160431,10
S00160432,34
S00160433,81
S00160434,51
S00160435,8
S00160436,9
S00160437,32
S00160438,24
S00160439,9
S00160440,15
S00160441,24
S00160442,23
S00160443,21
S00160444,17
S00160445,24
S00160446,18
S00160447,19
S00160448,43
S00160449,23
S00160450,19
S00160451,16
S00160452,19
S00160453,66
S00160454,12
S00160455,36
S00160456,20
S00160457,16
S00160458,52
S00160459,24
S00160460,10
S00160461,14
S00160462,13
S00160463,16
S00160464,55
S00160465,28
S00160466,18
S00160467,32
S00160468,22
S00160469,15
S00160470,20
S00160471,9
S00160472,26
S00160473,25
S00160474,38
S00160475,17
S00160476,24
S00160477,17
S00160478,13
S00160479,10
S00160480,7
S00160481,33
S00160482,25
S00160483,21
S00160484,52
S00160485,17
S00160486,32
S00160487,13
S00160488,32
S00160489,297
S00160490,7
S00160491,28
S00160492,34
S00160493,29
S00160494,41
S00160495,9
S00160496,86
S00160497,38
S00160498,18
S00160499,45
S00160500,49
S00160501,49
S00160502,15
S00160503,39
S00160504,11
S00160505,23
S00160506,35
S00160507,17
S00160508,25
S00160509,49
S00160510,23
S00160511,19
S00160512,36
S00160513,32
S00160514,61
S00160515,37
S00160516,38
S00160517,16
S00160518,32
S00160519,20
S00160520,25
S00160521,34
S00160522,34
S00160523,14
S00160524,74
S00160525,60
S00160526,49
S00160527,23
S00160528,29
S00160529,23
S00160530,55
S00160531,45
S00160532,23
S00160533,42
S00160534,20
S00160535,28
S00160536,10
S00160537,45
S00160538,16
S00160539,33
S00160540,16
S00160541,38
S00160542,24
S00160543,67
S00160544,11
S00160545,40
S00160546,16
S00160547,20
S00160548,16
S00160549,45
S00160550,54
S00160551,27
S00160552,382
S00160553,48
S00160554,26
S00160555,27
S00160556,50
S00160557,27
S00160558,23
S00160559,29
S00160560,24
S00160561,9
S00160562,17
S00160563,23
S00160564,32
S00160565,75
S00160566,51
S00160567,12
S00160568,18
S00160569,20
S00160570,49
S00160571,97
S00160572,13
S00160573,19
S00160574,45
S00160575,40
S00160576,29
S00160577,33
S00160578,20
S00160579,19
S00160580,23
S00160581,33
S00160582,26
S00160583,73
S00160584,24
S00160585,69
S00160586,15
S00160587,37
S00160588,22
S00160589,42
S00160590,28
S00160591,37
S00160592,54
S00160593,101
S00160594,87
S00160595,35
S00160596,17
S00160597,62
S00160598,180
S00160599,27
S00160600,19
S00160601,49
S00160602,10
S00160603,25
S00160604,13
S00160605,58
S00160606,41
S00160607,47
S00160608,13
S00160609,29
S00160610,25
S00160611,36
S00160612,13
S00160613,17
S00160614,22
S00160615,37
S00160616,11
S00160617,18
S00160618,25
S00160619,30
S00160620,34
S00160621,51
S00160622,42
S00160623,98
S00160624,34
S00160625,682
S00160626,23
S00160627,19
S00160628,94
S00160629,40
S00160630,32
S00160631,16
S00160632,19
S00160633,23
S00160634,85
S00160635,31
S00160636,29
S00160637,14
S00160638,40
S00160639,16
S00160640,27
S00160641,32
S00160642,30
S00160643,21
S00160644,38
S00160645,45
S00160646,17
S00160647,19
S00160648,80
S00160649,42
S00160650,29
S00160651,10
S00160652,127
S00160653,38
S00160654,74
S00160655,7
S00160656,55
S00160657,28
S00160658,21
S00160659,29
S00160660,334
S00160661,34
S00160662,29
S00160663,35
S00160664,80
S00160665,14
S00160666,39
S00160667,17
S00160668,16
S00160669,53
S00160670,56
S00160671,32
S00160672,27
S00160673,23
S00160674,19
S00160675,290
S00160676,8
S00160677,32
S00160678,25
S00160679,5
S00160680,27
S00160681,85
S00160682,99
S00160683,318
S00160684,179
S00160685,53
S00160686,48
S00160687,23
S00160688,26
S00160689,17
S00160690,81
S00160691,19
S00160692,61
S00160693,28
