OutputArea,All people aged 16 and over in employment the week before the census (including full-time students if they gave a work address as the address they primarily travel to for work or study),Mainly work from home,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Other - No fixed place of work or working outside the UK
S00170571,52,20,4,6,3,7,2,1,-,-,7
S00170572,99,33,9,7,16,20,5,-,-,-,11
S00170573,41,14,-,12,3,5,4,-,1,-,3
S00170574,38,6,-,4,8,5,4,-,-,-,8
S00170575,36,15,-,4,4,2,4,1,-,-,2
S00170576,54,14,5,6,-,10,7,-,-,-,14
S00170577,66,15,12,9,9,6,4,1,-,-,16
S00170578,46,14,-,5,6,3,5,1,1,-,8
S00170579,75,21,6,20,9,8,3,-,2,-,7
S00170580,50,12,2,8,8,4,2,1,-,-,14
S00170581,22,6,4,-,2,-,-,-,-,-,5
S00170582,86,24,6,11,8,18,3,2,-,1,17
S00170583,42,22,3,5,5,2,2,-,-,-,6
S00170584,53,14,2,8,4,8,3,-,-,-,13
S00170585,41,12,2,6,10,3,3,-,-,-,4
S00170586,73,20,3,11,10,10,4,2,3,-,11
S00170587,81,25,2,13,10,6,6,4,2,-,15
S00170588,78,27,-,7,10,12,6,2,2,-,10
S00170589,172,40,2,20,27,30,15,3,7,-,25
S00170590,85,39,2,10,8,9,6,4,-,-,8
S00170591,94,18,1,15,15,14,8,-,-,-,18
S00170592,57,11,1,6,13,9,4,-,1,-,10
S00170593,76,15,3,13,10,12,9,2,-,2,5
S00170594,34,20,1,4,4,3,1,-,-,-,5
S00170595,32,9,3,-,6,5,2,-,-,2,5
S00170596,62,18,2,12,6,9,4,1,1,-,10
S00170597,41,14,-,5,1,4,2,-,-,-,10
S00170598,59,17,1,6,12,8,2,2,-,-,11
S00170599,48,8,6,11,5,6,6,-,-,-,14
S00170600,73,36,10,4,3,4,-,2,4,3,7
S00170601,54,28,10,-,2,-,1,-,4,-,9
S00170602,81,31,22,14,-,-,-,4,1,-,8
S00170603,54,15,19,1,-,-,1,5,-,-,10
S00170604,37,22,5,3,-,-,-,1,-,-,2
S00170605,46,19,2,10,1,-,-,1,-,-,7
S00170606,50,17,1,6,9,-,-,4,-,1,12
S00170607,76,28,4,1,11,8,-,2,1,4,15
S00170608,55,22,10,4,-,-,-,5,-,3,7
S00170609,65,30,3,5,4,-,2,4,-,1,15
S00170610,52,27,5,-,2,2,3,-,-,2,9
S00170611,71,37,4,3,3,4,3,-,-,1,20
S00170612,57,25,5,4,1,8,2,-,-,1,11
S00170613,38,15,4,6,-,3,-,-,-,1,8
S00170614,56,25,3,-,5,4,19,1,-,-,2
S00170615,61,20,-,4,3,11,13,-,-,-,8
S00170616,38,14,1,-,4,-,5,-,-,-,13
S00170617,44,22,2,3,-,1,5,-,-,7,6
S00170618,52,22,-,-,4,7,10,-,-,-,9
S00170619,72,22,1,1,3,30,6,-,-,-,7
S00170620,33,18,1,2,1,-,2,-,-,1,7
S00170621,56,17,3,1,1,28,1,-,-,2,2
S00170622,71,28,1,-,6,8,11,2,-,-,17
S00170623,39,12,4,2,3,5,9,-,-,1,2
S00170624,41,15,1,7,2,-,2,-,-,-,9
S00170625,32,17,-,1,-,4,5,-,-,-,4
S00170626,93,26,-,1,4,39,4,-,-,1,16
S00170627,76,26,3,7,1,23,1,-,-,-,15
S00170628,57,19,-,4,-,13,13,-,-,1,9
S00170629,48,7,4,2,1,15,6,2,-,2,6
S00170630,88,20,1,-,17,29,7,-,-,5,12
S00170631,61,18,1,1,10,19,1,-,-,-,13
S00170632,82,22,4,3,3,9,28,-,1,1,7
S00170633,64,28,-,5,5,10,2,-,-,1,4
S00170634,46,15,6,1,13,1,3,-,-,-,7
S00170635,32,7,4,-,-,17,3,-,-,-,-
S00170636,33,10,1,1,2,4,12,-,-,2,2
S00170637,42,12,-,-,1,16,3,-,-,-,9
S00170638,72,14,8,2,2,26,5,-,-,1,13
S00170639,68,24,3,3,4,21,-,-,-,4,8
S00170640,68,26,6,-,2,21,2,-,-,1,10
S00170641,94,35,2,3,11,7,18,-,-,2,11
S00170642,61,21,1,4,5,20,1,-,-,1,9
S00170643,81,19,6,1,28,4,2,-,-,2,20
S00170644,89,21,3,4,8,28,3,-,1,-,15
S00170645,28,10,4,1,10,-,-,3,-,2,1
S00170646,55,21,1,-,7,15,1,-,-,1,7
S00170647,73,19,1,1,11,25,2,-,-,1,15
S00170648,52,15,3,10,5,3,3,-,-,1,6
S00170649,71,21,4,25,2,1,5,-,-,-,18
S00170650,60,18,1,3,10,21,2,-,-,-,7
S00170651,51,19,-,4,15,4,-,-,-,3,8
S00170652,67,7,4,-,31,14,1,-,-,1,11
S00170653,53,27,-,-,7,13,1,-,-,-,7
S00170654,63,23,4,16,3,5,-,-,-,4,11
S00170655,42,7,3,-,8,16,-,-,-,2,7
S00170656,93,26,9,40,5,5,1,-,-,-,11
S00170657,75,26,3,2,13,19,-,-,3,-,10
S00170658,58,4,-,-,24,15,4,-,-,1,14
S00170659,35,5,2,-,14,7,2,-,-,1,6
S00170660,36,6,2,-,16,7,1,-,-,-,7
S00170661,74,28,5,11,2,16,2,-,-,3,9
S00170662,91,20,34,13,3,5,-,-,-,4,12
S00170663,57,10,14,18,-,4,-,-,-,-,14
S00170664,94,33,-,9,16,30,-,-,-,-,12
S00170665,64,25,-,10,4,20,1,-,1,2,4
S00170666,61,14,1,24,3,-,-,-,-,-,9
S00170667,93,16,-,6,41,4,2,3,-,1,20
S00170668,37,10,4,10,3,1,1,-,-,-,10
S00170669,48,19,8,-,-,7,7,-,-,-,7
S00170670,48,7,18,9,3,2,-,-,-,-,10
S00170671,66,9,26,6,6,2,2,-,-,-,15
S00170672,60,15,33,2,1,1,1,-,-,-,8
S00170673,70,19,20,13,-,3,-,-,-,-,12
S00170674,67,22,21,10,1,4,-,-,-,2,6
S00170675,48,16,20,10,-,-,2,-,-,1,4
S00170676,79,15,45,5,-,2,-,-,-,1,14
S00170677,63,23,2,14,-,-,16,-,-,1,6
S00170678,58,17,19,10,-,4,3,-,1,-,6
S00170679,80,16,32,7,1,5,-,-,-,-,15
S00170680,111,28,40,11,3,6,1,-,-,4,17
S00170681,51,12,24,-,3,3,1,-,-,1,6
S00170682,55,19,21,1,-,4,4,-,-,-,8
S00170683,36,10,23,-,1,1,-,-,1,-,1
S00170684,43,11,25,-,-,1,-,-,-,-,6
S00170685,44,12,22,-,-,-,1,-,-,2,8
S00170686,45,9,19,4,-,2,2,-,-,-,8
S00170687,70,25,13,17,2,1,2,-,-,1,12
S00170688,67,20,28,4,-,4,1,-,-,-,12
S00170689,47,16,24,1,-,-,-,-,-,1,4
S00170690,42,9,12,9,-,1,4,-,-,-,9
S00170691,69,34,25,1,-,-,-,-,-,3,6
S00170692,70,15,34,3,3,2,-,-,-,1,13
S00170693,25,6,6,3,1,-,1,-,-,2,7
S00170694,65,16,15,22,2,1,2,-,-,-,7
S00170695,40,12,7,6,1,-,-,-,-,-,5
S00170696,47,11,24,-,4,-,-,-,-,-,4
S00170697,48,10,23,3,-,2,-,-,-,-,10
S00170698,74,14,12,21,3,9,-,-,-,-,11
S00170699,70,10,30,6,-,7,-,-,-,-,15
S00170700,77,19,25,9,2,7,1,-,-,-,10
S00170701,73,19,21,8,3,4,4,-,-,1,16
S00170702,38,9,19,-,-,1,-,-,-,-,6
S00170703,55,14,27,2,1,1,-,-,-,-,10
S00170704,32,9,10,-,-,6,1,-,-,-,6
S00170705,24,7,8,-,1,2,-,-,-,-,6
S00170706,21,3,8,-,-,7,1,-,-,-,3
S00170707,56,12,28,4,-,4,2,-,-,-,10
S00170708,35,5,14,4,-,-,2,-,1,-,6
S00170709,71,20,28,5,-,2,-,-,-,3,12
S00170710,68,9,35,3,2,2,1,-,-,1,12
S00170711,51,10,24,8,-,2,-,-,-,1,10
S00170712,48,8,24,3,-,4,1,-,-,-,7
S00170713,47,12,20,4,-,2,2,-,-,-,2
S00170714,82,15,46,7,1,5,-,-,-,-,12
S00170715,91,20,44,13,1,4,-,-,-,-,10
S00170716,54,12,21,15,1,1,1,-,-,-,3
S00170717,34,8,10,7,-,-,1,-,-,1,10
S00170718,67,12,30,11,-,2,2,-,-,-,12
S00170719,67,10,37,5,-,3,-,-,-,-,11
S00170720,48,9,22,8,-,-,-,-,-,-,9
S00170721,51,13,24,6,1,4,-,-,1,4,2
S00170722,38,15,10,4,1,-,-,-,-,2,12
S00170723,42,16,10,12,1,1,1,-,1,-,7
S00170724,48,2,27,8,-,2,1,-,-,2,7
S00170725,56,8,28,11,-,4,4,-,-,-,5
S00170726,84,12,39,13,1,4,2,1,-,-,15
S00170727,104,25,45,16,-,6,-,1,-,1,12
S00170728,58,8,17,7,-,2,12,-,-,-,9
S00170729,59,17,27,12,-,-,-,-,-,-,6
S00170730,57,18,13,1,-,14,1,-,-,-,10
S00170731,51,9,20,9,1,3,-,-,-,-,12
S00170732,30,6,11,6,-,2,2,-,-,-,4
S00170733,62,10,30,-,-,12,-,-,-,-,8
S00170734,44,12,19,4,2,1,-,-,-,-,5
S00170735,33,8,13,2,-,-,1,-,-,2,7
S00170736,53,15,17,11,2,1,-,-,-,-,6
S00170737,39,16,8,-,-,4,5,-,-,-,6
S00170738,100,17,24,39,-,5,4,1,1,-,13
S00170739,36,5,17,6,-,3,-,-,-,-,6
S00170740,69,12,19,22,2,1,-,-,-,-,16
S00170741,101,33,-,2,-,43,2,1,-,-,19
S00170742,52,12,10,14,-,3,4,-,-,-,10
S00170743,33,5,10,11,-,-,2,-,-,-,5
S00170744,48,7,17,17,1,1,-,-,-,-,8
S00170745,39,11,8,-,-,4,2,-,-,-,11
S00170746,105,23,4,4,41,1,5,-,-,-,27
S00170747,94,23,5,22,19,5,2,-,-,-,18
S00170748,65,10,29,1,-,13,5,-,1,1,12
S00170749,35,7,12,2,-,7,4,-,-,-,6
S00170750,57,11,17,-,1,11,1,-,-,2,9
S00170751,50,10,20,1,-,5,4,-,-,2,5
S00170752,48,20,11,-,2,6,5,-,1,4,1
S00170753,33,11,11,-,-,2,3,-,-,-,5
S00170754,34,11,14,-,-,3,3,-,-,-,3
S00170755,56,23,-,1,-,22,1,1,-,1,6
S00170756,69,17,3,25,5,1,1,-,-,1,11
S00170757,67,27,10,1,-,12,9,-,1,-,4
S00170758,51,8,15,5,1,7,6,-,1,-,8
S00170759,42,12,6,7,2,2,3,-,-,-,14
S00170760,37,11,8,5,-,6,2,-,-,-,3
S00170761,40,17,5,4,-,4,3,-,-,2,6
S00170762,87,27,1,7,26,9,2,-,-,-,17
S00170763,67,24,-,1,6,23,-,-,-,-,12
S00170764,109,32,2,2,10,44,-,-,2,1,16
S00170765,110,34,-,2,53,5,3,-,-,2,11
S00170766,67,26,-,-,3,30,2,-,-,-,8
S00170767,77,26,-,2,2,30,-,1,-,-,15
S00170768,84,28,4,-,9,26,5,-,-,1,18
S00170769,65,19,3,3,26,5,4,-,-,-,10
S00170770,111,37,-,6,5,30,5,-,1,4,25
S00170771,92,21,3,2,12,23,-,1,-,3,28
S00170772,55,11,3,-,10,15,2,-,-,2,12
S00170773,26,8,7,-,-,3,2,-,-,5,2
S00170774,78,30,5,6,1,22,3,-,2,2,6
S00170775,27,7,3,8,2,-,2,-,-,-,7
S00170776,43,20,-,3,1,13,-,-,-,-,7
S00170777,110,34,4,9,-,40,1,1,-,-,15
S00170778,89,36,6,9,1,21,2,-,2,-,8
S00170779,85,22,16,1,3,23,-,5,1,1,17
S00170780,61,17,6,2,1,18,2,-,-,-,12
S00170781,37,12,1,4,-,6,3,1,-,4,7
S00170782,60,15,14,1,-,11,3,-,-,2,10
S00170783,35,14,1,7,2,1,4,-,-,1,5
S00170784,71,29,2,5,1,6,15,-,1,1,8
S00170785,54,23,7,7,-,1,9,-,-,-,8
S00170786,38,15,9,3,-,-,2,-,-,-,10
S00170787,57,31,4,-,5,3,5,1,1,3,5
S00170788,45,25,1,5,3,2,-,2,3,-,3
S00170789,45,24,10,-,-,2,2,-,-,2,4
S00170790,82,35,10,10,4,3,2,1,4,4,13
S00170791,85,49,6,-,2,3,2,4,-,8,10
S00170792,70,37,-,7,3,4,7,4,4,4,9
S00170793,64,40,1,-,5,6,-,4,1,-,8
S00170794,60,13,6,-,4,15,1,-,1,4,9
S00170795,58,22,8,3,5,8,1,3,3,1,5
S00170796,35,13,5,2,3,3,-,-,2,2,6
S00170797,67,29,2,3,9,4,2,-,2,4,10
S00170798,49,28,5,-,-,1,3,3,1,-,6
S00170799,64,28,-,4,1,10,-,-,2,-,16
S00170800,52,15,4,-,6,14,-,1,2,2,11
S00170801,59,13,5,2,14,7,1,-,2,3,12
S00170802,49,17,5,2,2,10,-,-,3,3,7
S00170803,55,20,3,-,-,9,-,4,4,3,13
S00170804,50,30,4,7,2,1,-,-,2,1,4
S00170805,69,26,16,4,5,5,2,2,3,6,4
S00170806,41,15,-,-,3,5,4,2,5,1,4
S00170807,39,16,13,-,-,1,-,-,1,2,7
S00170808,74,37,-,3,5,6,6,2,3,-,8
S00170809,73,33,1,1,3,13,1,5,4,2,11
S00170810,42,17,6,1,1,6,2,3,1,-,6
S00170811,64,22,16,6,-,3,2,6,1,3,8
S00170812,54,21,11,-,1,7,-,2,2,2,8
S00170813,43,21,6,-,2,7,-,-,-,2,8
S00170814,92,29,29,3,1,13,-,1,1,2,12
S00170815,23,4,10,-,1,3,-,2,-,-,3
S00170816,59,23,20,-,-,4,-,-,-,4,7
S00170817,62,31,11,1,-,8,5,1,3,4,4
S00170818,40,19,9,-,1,4,2,-,-,3,4
S00170819,52,14,20,3,-,2,-,5,-,3,6
S00170820,81,10,36,6,1,6,-,3,1,1,16
S00170821,78,19,36,-,-,8,-,4,2,-,8
S00170822,27,6,13,3,-,1,1,-,1,-,5
S00170823,77,32,-,12,4,3,1,6,3,6,12
S00170824,46,17,4,2,6,2,5,1,-,-,12
S00170825,37,8,13,-,-,4,-,2,-,-,8
S00170826,59,11,22,3,3,4,-,4,1,3,8
S00170827,94,42,3,6,3,6,11,4,-,2,14
S00170828,77,30,26,-,1,5,-,3,1,5,9
S00170829,90,31,29,-,2,7,-,-,5,-,11
S00170830,35,9,11,1,1,3,-,-,1,-,6
S00170831,70,18,28,-,2,3,-,1,2,-,12
S00170832,65,21,22,3,3,5,-,3,-,-,8
S00170833,57,20,15,2,2,4,1,3,3,4,8
S00170834,49,24,1,2,2,4,2,2,-,2,8
S00170835,34,11,13,1,-,2,-,1,-,-,3
S00170836,56,22,4,-,9,2,1,2,7,1,9
S00170837,37,11,14,-,2,2,-,2,1,-,8
S00170838,59,29,6,2,6,3,-,3,-,3,7
S00170839,72,34,14,-,4,-,-,3,1,4,5
S00170840,64,43,3,-,-,2,3,1,1,3,6
S00170841,34,11,-,5,6,3,-,2,-,2,5
S00170842,83,17,10,-,15,10,2,1,2,3,16
S00170843,68,34,-,2,4,10,2,-,3,6,10
S00170844,47,23,3,-,6,4,4,2,1,3,6
S00170845,35,13,-,2,6,4,5,-,1,-,3
S00170846,35,18,-,-,-,1,7,-,1,-,8
S00170847,68,33,1,-,15,6,2,2,-,3,6
S00170848,68,14,4,2,19,2,3,5,-,1,18
S00170849,31,14,-,-,4,-,2,2,-,3,2
S00170850,54,30,-,2,-,9,3,3,2,-,5
S00170851,46,19,4,-,6,7,2,5,1,2,4
S00170852,64,31,4,6,3,3,-,2,-,2,6
S00170853,86,42,7,12,1,-,4,3,1,1,8
S00170854,65,22,1,3,4,4,9,5,3,2,9
S00170855,52,28,4,-,3,6,4,1,-,-,2
S00170856,65,34,1,3,2,3,7,2,1,1,12
S00170857,63,20,16,-,5,6,-,4,-,3,11
S00170858,34,17,6,1,-,1,-,-,-,1,11
S00170859,67,40,1,4,1,4,6,-,1,-,10
S00170860,58,7,17,-,6,6,1,-,-,-,24
S00170861,35,8,6,-,5,-,9,1,-,1,5
S00170862,52,9,21,-,6,3,3,2,-,1,11
S00170863,57,15,22,-,4,6,1,1,-,-,8
S00170864,36,10,-,-,7,1,9,-,-,-,6
S00170865,26,7,9,-,-,1,-,-,-,-,4
S00170866,75,27,18,-,6,5,1,-,-,-,17
S00170867,86,30,28,2,4,11,1,4,-,3,9
S00170868,42,21,3,1,3,2,3,1,-,1,5
S00170869,41,10,17,2,1,4,2,2,-,1,3
S00170870,43,16,1,-,1,9,7,1,-,2,5
S00170871,65,21,14,-,3,6,1,2,-,-,17
S00170872,66,24,13,-,6,7,4,-,1,2,5
S00170873,39,18,11,-,3,-,-,1,1,-,5
S00170874,45,17,1,-,6,1,7,4,-,-,12
S00170875,87,20,11,2,12,-,21,1,1,2,20
S00170876,65,11,24,-,4,10,3,4,1,-,9
S00170877,67,17,18,4,4,17,-,-,2,3,5
S00170878,35,12,12,1,3,1,-,-,-,-,3
S00170879,42,18,4,3,2,-,2,2,-,3,8
S00170880,52,11,3,1,11,-,11,2,1,-,7
S00170881,43,15,8,2,1,2,4,-,-,-,9
S00170882,57,27,-,4,1,1,11,2,-,2,9
S00170883,44,5,7,-,6,6,11,2,3,2,9
S00170884,43,6,6,-,12,5,7,2,-,-,5
S00170885,46,8,18,5,2,5,-,2,-,1,7
S00170886,33,6,3,-,11,4,6,-,-,1,4
S00170887,43,12,3,-,8,-,8,2,-,1,6
S00170888,37,11,3,1,2,1,12,-,2,-,8
S00170889,46,13,3,-,7,3,13,-,-,-,5
S00170890,42,18,10,1,3,-,1,2,-,-,6
S00170891,35,6,4,-,5,1,4,2,-,5,6
S00170892,51,16,2,-,11,2,6,2,1,-,8
S00170893,72,23,6,1,8,-,20,1,-,2,7
S00170894,71,18,8,-,15,4,13,1,2,3,8
S00170895,80,22,9,2,7,2,23,-,1,-,13
S00170896,55,13,9,-,12,3,13,-,-,-,5
S00170897,25,7,3,-,4,2,6,-,1,1,4
S00170898,21,4,3,-,7,1,1,-,-,-,3
S00170899,40,11,7,-,9,1,5,-,-,2,7
S00170900,44,8,5,-,7,5,4,-,-,4,11
S00170901,54,22,3,1,4,13,-,1,-,4,3
S00170902,68,32,2,3,8,3,7,1,1,2,10
S00170903,69,21,2,5,5,16,8,4,-,1,8
S00170904,59,29,-,-,8,-,8,1,-,2,10
S00170905,42,4,6,1,7,-,11,-,-,-,9
S00170906,43,8,2,-,12,2,11,-,-,-,4
S00170907,69,46,2,1,2,5,4,1,-,-,7
S00170908,64,23,1,6,4,3,15,-,-,-,9
S00170909,58,19,-,7,1,4,11,3,2,1,8
S00170910,67,21,-,6,2,11,7,2,-,2,13
S00170911,44,18,4,4,-,-,10,-,-,-,4
S00170912,57,20,-,1,9,10,3,-,2,4,11
S00170913,63,22,12,1,2,-,7,1,2,-,12
S00170914,79,29,3,4,7,3,13,4,3,1,14
S00170915,46,12,5,3,3,2,7,-,1,-,13
S00170916,79,18,10,2,8,1,20,1,7,-,20
S00170917,34,11,6,4,3,1,4,-,1,-,6
S00170918,32,13,4,1,3,1,6,-,-,-,2
S00170919,31,6,9,6,3,-,2,-,-,2,4
S00170920,60,27,6,-,3,9,7,1,1,3,4
S00170921,28,9,12,4,4,-,-,-,-,1,2
S00170922,81,27,16,3,2,1,16,2,-,4,11
S00170923,55,21,5,-,9,1,12,1,-,1,5
S00170924,32,9,10,2,2,2,6,-,2,-,3
S00170925,56,18,9,3,7,3,7,1,-,2,5
S00170926,39,12,11,3,4,-,5,-,1,2,4
S00170927,39,10,-,-,12,7,1,-,-,5,5
S00170928,34,6,9,-,4,1,9,-,-,-,3
S00170929,36,6,10,1,4,1,4,-,-,1,9
S00170930,57,17,9,-,3,-,12,2,2,4,10
S00170931,36,10,7,-,2,4,4,-,1,1,7
S00170932,61,18,8,1,3,2,11,-,1,4,6
S00170933,82,29,19,-,4,2,13,-,-,-,12
S00170934,53,8,8,-,3,2,9,-,1,2,12
S00170935,73,34,12,2,2,-,10,-,-,2,16
S00170936,40,10,10,-,2,-,9,-,1,2,4
S00170937,58,18,8,1,3,-,12,-,-,2,13
S00170938,34,13,5,2,1,1,5,-,-,-,3
S00170939,47,31,-,1,-,4,-,3,-,3,6
S00170940,61,15,12,4,4,1,11,-,2,-,11
S00170941,55,18,12,1,5,1,8,2,1,-,12
S00170942,65,12,13,3,5,2,17,2,-,1,8
S00170943,27,8,4,-,2,-,4,1,-,-,6
S00170944,32,4,6,-,4,-,6,-,1,1,11
S00170945,62,11,12,5,11,1,9,-,-,-,13
S00170946,45,22,11,-,3,3,6,-,-,1,2
S00170947,78,30,6,7,-,8,5,1,-,9,10
S00170948,91,37,-,3,5,11,7,6,-,9,11
S00170949,44,12,7,1,4,-,5,4,-,-,11
S00170950,35,11,3,1,4,-,4,-,-,-,9
S00170951,57,9,10,4,11,3,6,-,-,1,14
S00170952,31,12,8,1,3,-,4,-,-,-,3
S00170953,42,12,8,2,-,4,9,2,-,-,7
S00170954,54,15,12,-,-,2,10,-,-,4,8
S00170955,77,24,8,4,10,-,10,-,2,2,14
S00170956,57,19,8,4,6,1,6,-,-,1,12
S00170957,54,6,24,-,6,2,4,-,-,1,9
S00170958,94,32,6,10,4,4,20,2,-,-,10
S00170959,49,17,13,-,4,3,4,1,-,1,8
S00170960,47,12,16,2,1,2,2,2,1,2,9
S00170961,33,9,10,-,3,-,6,-,-,1,8
S00170962,50,10,11,4,-,6,7,1,-,-,11
S00170963,32,11,11,1,4,-,-,-,1,-,4
S00170964,47,14,16,2,2,1,4,1,-,-,7
S00170965,29,5,9,-,4,-,6,-,-,3,2
S00170966,43,19,4,-,2,6,1,2,-,-,9
S00170967,42,13,10,3,4,-,4,-,-,-,9
S00170968,55,15,9,7,2,1,15,-,-,1,6
S00170969,11,3,3,-,-,-,-,-,-,-,3
S00170970,40,16,8,2,2,2,10,-,-,-,3
S00170971,63,20,-,-,6,16,5,1,-,4,5
S00170972,34,8,6,3,1,3,3,1,-,-,7
S00170973,53,16,6,1,8,-,10,3,1,1,7
S00170974,54,8,17,-,-,2,16,-,1,1,9
S00170975,27,9,7,-,2,-,3,-,-,-,7
S00170976,55,22,1,2,3,12,5,-,1,-,9
S00170977,51,14,14,2,3,3,7,1,-,2,5
S00170978,35,8,1,-,-,11,4,5,1,4,2
S00170979,29,9,8,1,2,-,7,2,-,-,1
S00170980,90,22,14,1,10,2,18,2,3,-,11
S00170981,27,9,5,-,1,4,8,-,-,1,3
S00170982,32,9,6,4,-,-,5,1,-,1,7
S00170983,61,12,15,-,6,1,17,-,-,3,9
S00170984,48,14,6,2,4,1,7,1,2,2,9
S00170985,47,9,-,4,3,18,7,-,-,1,3
S00170986,57,12,14,-,2,2,17,-,-,3,7
S00170987,82,22,21,1,4,-,15,-,-,1,12
S00170988,40,9,12,3,2,-,7,-,-,-,4
S00170989,55,12,9,3,3,2,14,-,-,1,11
S00170990,45,13,13,1,5,3,-,1,-,-,8
S00170991,56,10,16,2,4,2,13,1,-,-,7
S00170992,45,10,18,-,2,-,8,-,2,-,3
S00170993,69,16,23,3,3,-,12,-,2,-,12
S00170994,30,7,6,2,1,2,5,-,-,-,4
S00170995,37,7,7,-,3,1,13,1,-,-,5
S00170996,95,36,16,1,4,5,22,1,2,1,10
S00170997,102,17,9,15,3,5,27,-,1,4,20
S00170998,47,12,13,3,4,3,7,-,-,1,4
S00170999,43,21,2,8,1,-,4,-,-,2,7
S00171000,64,21,9,3,11,1,7,-,2,2,6
S00171001,36,12,6,1,-,-,4,-,1,1,10
S00171002,109,30,17,1,4,5,28,5,2,1,17
S00171003,40,12,2,7,1,-,10,-,-,2,4
S00171004,52,19,1,3,2,-,14,-,-,3,7
S00171005,74,35,3,8,2,13,3,-,-,3,7
S00171006,42,20,2,5,2,1,10,-,1,-,2
S00171007,44,13,6,3,2,3,7,1,-,1,5
S00171008,49,16,2,6,1,-,12,-,-,2,8
S00171009,33,14,3,5,1,-,7,-,-,1,1
S00171010,48,23,3,2,2,7,2,-,2,1,6
S00171011,33,20,-,1,1,-,4,1,1,1,2
S00171012,34,12,2,7,-,-,7,4,-,-,4
S00171013,55,14,10,-,1,7,5,2,1,-,8
S00171014,43,17,9,-,1,5,4,-,-,-,8
S00171015,48,11,1,16,-,4,4,-,-,3,8
S00171016,60,21,8,-,-,9,8,2,2,2,7
S00171017,40,12,-,5,-,8,6,-,1,-,12
S00171018,67,17,1,3,5,17,10,1,1,-,10
S00171019,23,5,5,1,2,4,1,-,1,-,3
S00171020,69,36,8,1,-,3,6,-,-,1,14
S00171021,81,25,12,3,-,12,15,-,-,-,15
S00171022,34,15,6,-,2,3,2,1,2,3,2
S00171023,53,31,-,1,-,7,5,2,2,3,3
S00171024,44,18,4,5,2,1,1,-,-,4,11
S00171025,70,25,3,2,2,16,10,-,4,4,6
S00171026,37,16,5,2,-,6,-,-,-,2,4
S00171027,51,12,3,4,4,12,7,3,1,3,4
S00171028,54,24,3,-,5,10,3,-,1,-,6
S00171029,82,25,1,4,7,20,6,4,-,2,12
S00171030,41,18,-,1,7,-,2,1,-,1,12
S00171031,38,16,-,-,3,10,1,2,1,-,6
S00171032,104,24,14,3,13,14,20,-,1,4,15
S00171033,48,10,8,1,9,8,4,2,2,1,4
S00171034,37,13,-,-,2,6,7,-,-,-,7
S00171035,38,9,5,1,5,5,3,3,2,-,3
S00171036,40,9,6,2,6,4,8,-,-,-,7
S00171037,33,7,4,-,6,2,6,-,-,-,5
S00171038,47,15,4,2,5,7,7,-,-,2,6
S00171039,41,9,12,-,2,5,5,-,-,1,7
S00171040,54,12,14,-,4,5,5,-,1,1,12
S00171041,55,12,12,-,3,6,10,-,1,-,10
S00171042,49,19,2,1,5,6,4,-,2,1,9
S00171043,74,27,6,3,6,10,8,-,5,4,6
S00171044,35,1,11,1,5,5,3,1,-,1,4
S00171045,51,7,15,-,5,8,3,-,2,4,8
S00171046,53,14,10,5,3,6,9,1,-,1,10
S00171047,60,9,12,1,2,12,7,-,-,-,13
S00171048,76,36,-,4,4,17,2,-,-,1,5
S00171049,69,25,6,1,5,14,3,1,-,8,9
S00171050,49,6,14,1,4,7,9,2,1,1,6
S00171051,31,4,5,-,5,3,2,2,1,3,3
S00171052,76,24,10,3,5,10,9,1,2,3,14
S00171053,87,37,2,-,2,16,7,5,1,3,15
S00171054,48,17,2,2,2,6,7,1,-,1,9
S00171055,61,23,2,3,8,15,2,1,-,1,15
S00171056,44,5,4,-,5,15,4,-,2,-,9
S00171057,42,9,-,3,6,10,3,1,-,1,5
S00171058,49,20,2,-,1,7,4,-,1,-,9
S00171059,70,26,1,1,1,24,-,5,1,4,6
S00171060,66,30,3,3,1,14,3,-,-,4,8
S00171061,77,34,4,-,4,15,4,2,1,8,6
S00171062,53,19,2,-,5,12,-,3,2,2,11
S00171063,40,11,-,-,3,13,-,1,2,-,7
S00171064,81,34,4,3,6,14,4,-,-,3,11
S00171065,59,24,1,4,4,16,5,1,1,-,6
S00171066,73,27,-,1,-,18,3,1,-,1,19
S00171067,58,15,-,6,3,13,7,1,-,1,10
S00171068,32,11,-,2,4,7,2,-,-,-,7
S00171069,55,21,-,-,3,13,7,-,1,-,10
S00171070,55,13,-,1,7,13,6,1,1,2,10
S00171071,28,7,-,-,1,14,4,-,-,-,2
S00171072,27,8,-,1,1,4,3,1,-,-,9
S00171073,51,16,1,2,5,15,-,1,-,-,8
S00171074,57,16,1,6,10,22,1,-,-,-,8
S00171075,36,14,-,3,4,8,2,-,-,1,10
S00171076,81,40,3,2,6,14,-,2,2,4,13
S00171077,50,18,1,2,5,15,-,3,-,2,3
S00171078,80,23,3,-,5,22,4,3,-,3,12
S00171079,63,27,1,3,8,12,1,2,-,-,13
S00171080,73,30,-,-,2,21,3,4,-,2,11
S00171081,67,16,1,5,3,19,3,4,-,-,16
S00171082,62,23,3,1,6,12,5,-,3,1,10
S00171083,55,21,4,1,1,14,5,-,-,4,5
