OutputArea,over16pop
S00148856,179
S00148857,140
S00148858,55
S00148859,48
S00148860,84
S00148861,93
S00148862,106
S00148863,76
S00148864,122
S00148865,104
S00148866,114
S00148867,168
S00148868,72
S00148869,82
S00148870,67
S00148871,131
S00148872,152
S00148873,108
S00148874,114
S00148875,72
S00148876,87
S00148877,89
S00148878,99
S00148879,125
S00148880,59
S00148881,98
S00148882,149
S00148883,82
S00148884,93
S00148885,74
S00148886,99
S00148887,87
S00148888,65
S00148889,109
S00148890,119
S00148891,128
S00148892,96
S00148893,119
S00148894,89
S00148895,143
S00148896,110
S00148897,95
S00148898,64
S00148899,67
S00148900,98
S00148901,56
S00148902,111
S00148903,153
S00148904,123
S00148905,63
S00148906,106
S00148907,110
S00148908,78
S00148909,64
S00148910,123
S00148911,77
S00148912,79
S00148913,75
S00148914,96
S00148915,115
S00148916,85
S00148917,58
S00148918,88
S00148919,102
S00148920,91
S00148921,108
S00148922,107
S00148923,117
S00148924,76
S00148925,59
S00148926,68
S00148927,57
S00148928,77
S00148929,91
S00148930,62
S00148931,61
S00148932,81
S00148933,99
S00148934,96
S00148935,139
S00148936,110
S00148937,101
S00148938,83
S00148939,69
S00148940,86
S00148941,73
S00148942,120
S00148943,94
S00148944,72
S00148945,97
S00148946,66
S00148947,85
S00148948,75
S00148949,68
S00148950,84
S00148951,83
S00148952,159
S00148953,123
S00148954,87
S00148955,110
S00148956,86
S00148957,80
S00148958,147
S00148959,88
S00148960,127
S00148961,53
S00148962,76
S00148963,99
S00148964,77
S00148965,140
S00148966,99
S00148967,120
S00148968,139
S00148969,67
S00148970,81
S00148971,95
S00148972,76
S00148973,83
S00148974,84
S00148975,98
S00148976,127
S00148977,93
S00148978,106
S00148979,60
S00148980,86
S00148981,61
S00148982,104
S00148983,121
S00148984,60
S00148985,114
S00148986,92
S00148987,93
S00148988,137
S00148989,82
S00148990,118
S00148991,131
S00148992,135
S00148993,64
S00148994,92
S00148995,132
S00148996,97
S00148997,148
S00148998,66
S00148999,87
S00149000,129
S00149001,116
S00149002,83
S00149003,72
S00149004,154
S00149005,78
S00149006,181
S00149007,112
S00149008,116
S00149009,135
S00149010,83
S00149011,64
S00149012,106
S00149013,115
S00149014,124
S00149015,124
S00149016,82
S00149017,90
S00149018,85
S00149019,167
S00149020,83
S00149021,122
S00149022,77
S00149023,88
S00149024,77
S00149025,73
S00149026,144
S00149027,103
S00149028,86
S00149029,128
S00149030,87
S00149031,69
S00149032,77
S00149033,93
S00149034,122
S00149035,78
S00149036,59
S00149037,67
S00149038,86
S00149039,111
S00149040,126
S00149041,95
S00149042,90
S00149043,99
S00149044,78
S00149045,58
S00149046,145
S00149047,91
S00149048,82
S00149049,141
S00149050,93
S00149051,83
S00149052,106
S00149053,67
S00149054,98
S00149055,91
S00149056,94
S00149057,66
S00149058,71
S00149059,83
S00149060,84
S00149061,93
S00149062,178
S00149063,103
S00149064,107
S00149065,126
S00149066,135
S00149067,74
S00149068,94
S00149069,96
S00149070,94
S00149071,71
S00149072,128
S00149073,123
S00149074,82
S00149075,109
S00149076,72
S00149077,85
S00149078,90
S00149079,50
S00149080,69
S00149081,109
S00149082,59
S00149083,125
S00149084,68
S00149085,114
S00149086,69
S00149087,180
S00149088,149
S00149089,98
S00149090,68
S00149091,70
S00149092,90
S00149093,59
S00149094,98
S00149095,112
S00149096,106
S00149097,104
S00149098,74
S00149099,124
S00149100,86
S00149101,63
S00149102,146
S00149103,57
S00149104,90
S00149105,68
S00149106,69
S00149107,103
S00149108,161
S00149109,56
S00149110,93
S00149111,65
S00149112,93
S00149113,108
S00149114,76
S00149115,112
S00149116,172
S00149117,89
S00149118,100
S00149119,66
S00149120,82
S00149121,104
S00149122,150
S00149123,58
S00149124,54
S00149125,136
S00149126,114
S00149127,65
S00149128,93
S00149129,100
S00149130,68
S00149131,48
S00149132,89
S00149133,83
S00149134,69
S00149135,68
S00149136,72
S00149137,105
S00149138,89
S00149139,60
S00149140,55
S00149141,116
S00149142,102
S00149143,84
S00149144,63
S00149145,149
S00149146,94
S00149147,161
S00149148,92
S00149149,71
S00149150,68
S00149151,92
S00149152,144
S00149153,122
S00149154,85
S00149155,113
S00149156,82
S00149157,114
S00149158,114
S00149159,117
S00149160,121
S00149161,80
S00149162,111
S00149163,57
S00149164,91
S00149165,64
S00149166,182
S00149167,77
S00149168,95
S00149169,105
S00149170,111
S00149171,59
S00149172,127
S00149173,125
S00149174,59
S00149175,116
S00149176,96
S00149177,66
S00149178,113
S00149179,70
S00149180,110
S00149181,72
S00149182,58
S00149183,116
S00149184,128
S00149185,133
S00149186,131
S00149187,99
S00149188,91
S00149189,98
S00149190,161
S00149191,63
S00149192,101
S00149193,74
S00149194,147
S00149195,70
S00149196,69
S00149197,113
S00149198,96
S00149199,78
S00149200,68
S00149201,63
S00149202,70
S00149203,507
S00149204,110
S00149205,116
S00149206,82
S00149207,89
S00149208,103
S00149209,66
S00149210,70
S00149211,122
S00149212,118
S00149213,125
S00149214,129
S00149215,84
S00149216,146
S00149217,54
S00149218,126
S00149219,68
S00149220,95
S00149221,114
S00149222,100
S00149223,94
S00149224,97
S00149225,137
S00149226,66
S00149227,121
S00149228,55
S00149229,158
S00149230,69
S00149231,96
S00149232,87
S00149233,88
S00149234,100
S00149235,154
S00149236,72
S00149237,94
S00149238,55
S00149239,108
S00149240,110
S00149241,71
S00149242,61
S00149243,81
S00149244,134
S00149245,93
S00149246,107
S00149247,120
S00149248,96
S00149249,100
S00149250,85
S00149251,80
S00149252,78
S00149253,85
S00149254,78
S00149255,102
S00149256,71
S00149257,86
S00149258,112
S00149259,77
S00149260,91
S00149261,83
S00149262,67
S00149263,86
S00149264,89
S00149265,112
S00149266,158
S00149267,68
S00149268,90
S00149269,99
S00149270,68
S00149271,57
S00149272,115
S00149273,102
S00149274,102
S00149275,61
S00149276,99
S00149277,107
S00149278,92
S00149279,88
S00149280,86
S00149281,114
S00149282,105
S00149283,81
S00149284,119
S00149285,54
S00149286,80
S00149287,60
S00149288,81
S00149289,74
S00149290,62
S00149291,60
S00149292,81
S00149293,147
S00149294,83
S00149295,111
S00149296,134
S00149297,60
S00149298,63
S00149299,122
S00149300,106
S00149301,85
S00149302,59
S00149303,97
S00149304,104
S00149305,110
S00149306,102
S00149307,93
S00149308,70
S00149309,106
S00149310,93
S00149311,110
S00149312,92
S00149313,74
S00149314,86
S00149315,74
S00149316,99
S00149317,92
S00149318,60
S00149319,80
S00149320,76
S00149321,113
S00149322,82
S00149323,77
S00149324,74
S00149325,77
S00149326,89
S00149327,58
S00149328,129
S00149329,76
S00149330,87
S00149331,56
S00149332,91
S00149333,89
S00149334,65
S00149335,80
S00149336,60
S00149337,62
S00149338,116
S00149339,85
S00149340,127
S00149341,113
S00149342,62
S00149343,93
S00149344,108
S00149345,78
S00149346,76
S00149347,84
S00149348,114
S00149349,108
S00149350,91
S00149351,119
S00149352,80
S00149353,79
S00149354,99
S00149355,122
S00149356,118
S00149357,94
S00149358,92
S00149359,153
S00149360,118
S00149361,121
S00149362,126
S00149363,90
S00149364,117
S00149365,96
S00149366,65
S00149367,108
S00149368,106
S00149369,94
S00149370,111
S00149371,111
S00149372,65
S00149373,65
S00149374,93
S00149375,99
S00149376,134
S00149377,62
S00149378,115
S00149379,80
S00149380,102
S00149381,74
S00149382,60
S00149383,95
S00149384,149
S00149385,139
S00149386,84
S00149387,56
S00149388,84
S00149389,77
S00149390,101
S00149391,56
S00149392,112
S00149393,78
S00149394,114
S00149395,166
S00149396,93
S00149397,107
S00149398,102
S00149399,97
S00149400,87
S00149401,99
S00149402,64
S00149403,68
S00149404,82
S00149405,78
S00149406,79
S00149407,75
S00149408,78
S00149409,53
S00149410,137
S00149411,95
S00149412,89
S00149413,117
S00149414,95
S00149415,75
S00149416,120
S00149417,57
S00149418,85
S00149419,93
S00149420,105
S00149421,44
S00149422,102
S00149423,77
S00149424,73
S00149425,128
S00149426,53
S00149427,74
S00149428,59
S00149429,94
S00149430,74
S00149431,112
S00149432,159
S00149433,77
S00149434,143
S00149435,72
S00149436,103
S00149437,76
S00149438,60
S00149439,68
S00149440,65
S00149441,96
S00149442,91
S00149443,63
S00149444,98
S00149445,92
S00149446,69
S00149447,92
S00149448,111
S00149449,90
S00149450,130
S00149451,87
S00149452,86
S00149453,150
S00149454,73
S00149455,110
S00149456,87
S00149457,124
S00149458,80
S00149459,125
S00149460,89
S00149461,125
S00149462,182
S00149463,80
S00149464,63
S00149465,70
S00149466,167
S00149467,167
S00149468,105
S00149469,110
S00149470,105
S00149471,147
S00149472,105
S00149473,67
S00149474,93
S00149475,139
S00149476,125
S00149477,105
S00149478,57
S00149479,55
S00149480,77
S00149481,99
S00149482,83
S00149483,101
S00149484,124
S00149485,111
S00149486,58
S00149487,66
S00149488,138
S00149489,80
S00149490,72
S00149491,132
S00149492,113
S00149493,95
S00149494,140
S00149495,125
S00149496,91
S00149497,87
S00149498,83
S00149499,90
S00149500,116
S00149501,56
S00149502,100
S00149503,79
S00149504,94
S00149505,77
S00149506,81
S00149507,88
S00149508,107
S00149509,101
S00149510,112
S00149511,77
S00149512,80
S00149513,59
S00149514,96
S00149515,68
S00149516,105
S00149517,67
S00149518,109
S00149519,68
S00149520,61
S00149521,86
S00149522,63
S00149523,115
S00149524,69
S00149525,93
S00149526,93
S00149527,114
S00149528,171
S00149529,86
S00149530,117
S00149531,89
S00149532,109
S00149533,92
S00149534,96
S00149535,111
S00149536,47
S00149537,140
S00149538,111
S00149539,79
S00149540,75
S00149541,113
S00149542,97
S00149543,94
S00149544,91
S00149545,84
S00149546,131
S00149547,103
S00149548,103
S00149549,77
S00149550,101
S00149551,70
S00149552,69
S00149553,87
S00149554,122
S00149555,71
S00149556,48
S00149557,126
S00149558,109
S00149559,90
S00149560,91
S00149561,113
S00149562,131
S00149563,131
S00149564,197
S00149565,74
S00149566,82
S00149567,121
S00149568,79
S00149569,94
S00149570,89
S00149571,90
S00149572,84
S00149573,74
S00149574,124
S00149575,86
S00149576,68
S00149577,81
S00149578,65
S00149579,96
S00149580,143
S00149581,89
S00149582,110
S00149583,146
S00149584,59
S00149585,89
S00149586,140
S00149587,127
S00149588,80
S00149589,118
S00149590,157
S00149591,82
S00149592,65
S00149593,79
S00149594,88
S00149595,117
S00149596,87
S00149597,91
S00149598,86
S00149599,99
S00149600,88
S00149601,102
S00149602,78
S00149603,74
S00149604,121
S00149605,68
S00149606,55
S00149607,68
S00149608,63
S00149609,61
S00149610,80
S00149611,108
S00149612,119
S00149613,89
S00149614,86
S00149615,102
S00149616,109
S00149617,104
S00149618,83
S00149619,72
S00149620,76
S00149621,78
S00149622,68
S00149623,101
S00149624,71
S00149625,67
S00149626,107
S00149627,60
S00149628,172
S00149629,75
S00149630,134
S00149631,89
S00149632,81
S00149633,93
S00149634,135
S00149635,225
S00149636,89
S00149637,146
S00149638,126
S00149639,70
S00149640,84
S00149641,94
S00149642,67
S00149643,106
S00149644,51
S00149645,64
S00149646,104
S00149647,108
S00149648,125
S00149649,85
S00149650,82
S00149651,153
S00149652,159
S00149653,84
S00149654,102
S00149655,138
S00149656,116
S00149657,84
S00149658,112
S00149659,65
S00149660,106
S00149661,120
S00149662,64
S00149663,96
S00149664,138
S00149665,67
S00149666,63
S00149667,96
S00149668,154
S00149669,99
S00149670,171
S00149671,161
S00149672,119
S00149673,132
S00149674,144
S00149675,86
S00149676,254
S00149677,95
S00149678,119
S00149679,89
S00149680,81
S00149681,75
S00149682,63
S00149683,137
S00149684,79
S00149685,125
S00149686,74
S00149687,101
S00149688,109
S00149689,105
S00149690,117
S00149691,70
S00149692,139
S00149693,131
S00149694,121
S00149695,62
S00149696,135
S00149697,70
S00149698,144
S00149699,117
S00149700,99
S00149701,85
S00149702,104
S00149703,122
S00149704,146
S00149705,76
S00149706,65
S00149707,83
S00149708,80
S00149709,119
S00149710,131
S00149711,87
S00149712,66
S00149713,101
S00149714,103
S00149715,79
S00149716,90
S00149717,105
S00149718,109
S00149719,101
S00149720,68
S00149721,119
S00149722,126
S00149723,76
S00149724,92
S00149725,114
S00149726,102
S00149727,84
S00149728,76
S00149729,91
S00149730,82
S00149731,116
S00149732,85
S00149733,59
S00149734,60
S00149735,101
S00149736,134
S00149737,89
S00149738,155
S00149739,69
S00149740,143
S00149741,218
S00149742,128
S00149743,74
S00149744,101
S00149745,126
S00149746,72
S00149747,116
S00149748,117
S00149749,92
S00149750,90
S00149751,94
S00149752,98
S00149753,81
S00149754,114
S00149755,101
S00149756,123
S00149757,116
S00149758,214
S00149759,78
S00149760,124
S00149761,57
S00149762,63
S00149763,107
S00149764,63
S00149765,148
S00149766,179
S00149767,94
S00149768,53
S00149769,79
S00149770,118
S00149771,67
S00149772,136
S00149773,90
S00149774,79
S00149775,54
S00149776,58
S00149777,85
S00149778,96
S00149779,96
S00149780,76
S00149781,95
S00149782,93
S00149783,93
S00149784,92
S00149785,84
S00149786,74
S00149787,85
S00149788,130
S00149789,135
S00149790,131
S00149791,98
S00149792,80
S00149793,98
S00149794,93
S00149795,87
S00149796,111
S00149797,90
S00149798,136
S00149799,88
S00149800,106
S00149801,53
S00149802,86
S00149803,64
S00149804,154
S00149805,76
S00149806,106
S00149807,55
S00149808,81
S00149809,124
S00149810,127
S00149811,88
S00149812,92
S00149813,121
S00149814,124
S00149815,63
S00149816,95
S00149817,88
S00149818,87
S00149819,59
S00149820,133
S00149821,104
S00149822,93
S00149823,114
S00149824,105
S00149825,58
S00149826,80
S00149827,98
S00149828,120
S00149829,117
S00149830,107
S00149831,89
S00149832,88
S00149833,77
S00149834,96
S00149835,136
S00149836,77
S00149837,64
S00149838,82
S00149839,100
S00149840,74
S00149841,93
S00149842,166
S00149843,111
S00149844,73
S00149845,77
S00149846,52
S00149847,93
S00149848,61
S00149849,60
S00149850,82
S00149851,158
S00149852,80
S00149853,112
S00149854,66
S00149855,75
S00149856,110
S00149857,96
S00149858,127
S00149859,71
S00149860,84
S00149861,127
S00149862,92
S00149863,121
S00149864,118
S00149865,89
S00149866,78
S00149867,49
S00149868,91
S00149869,137
S00149870,120
S00149871,89
S00149872,77
S00149873,96
S00149874,116
S00149875,125
S00149876,159
S00149877,62
S00149878,72
S00149879,101
S00149880,53
S00149881,74
S00149882,74
S00149883,101
S00149884,72
S00149885,83
S00149886,108
S00149887,118
S00149888,96
S00149889,113
S00149890,59
S00149891,99
S00149892,65
S00149893,136
S00149894,92
S00149895,70
S00149896,57
S00149897,97
S00149898,57
S00149899,74
S00149900,148
S00149901,83
S00149902,83
S00149903,77
S00149904,53
S00149905,73
S00149906,111
S00149907,60
S00149908,62
S00149909,129
S00149910,98
S00149911,69
S00149912,80
S00149913,77
S00149914,95
S00149915,70
S00149916,84
S00149917,117
S00149918,147
S00149919,97
S00149920,95
S00149921,59
S00149922,116
S00149923,112
S00149924,102
S00149925,74
S00149926,61
S00149927,91
S00149928,137
S00149929,128
S00149930,107
S00149931,94
S00149932,120
S00149933,85
S00149934,99
S00149935,130
S00149936,103
S00149937,97
S00149938,185
S00149939,122
S00149940,112
S00149941,110
S00149942,128
S00149943,148
S00149944,74
S00149945,119
S00149946,129
S00149947,129
S00149948,80
S00149949,87
S00149950,105
S00149951,94
S00149952,153
S00149953,178
S00149954,74
S00149955,91
S00149956,135
S00149957,97
S00149958,86
S00149959,130
S00149960,65
S00149961,65
S00149962,76
S00149963,85
S00149964,76
S00149965,86
S00149966,101
S00149967,85
S00149968,76
S00149969,97
S00149970,110
S00149971,102
S00149972,78
S00149973,79
S00149974,72
S00149975,91
S00149976,64
S00149977,114
S00149978,93
S00149979,110
S00149980,79
S00149981,153
S00149982,96
S00149983,99
S00149984,59
S00149985,110
S00149986,74
S00149987,75
S00149988,133
S00149989,66
S00149990,76
S00149991,142
S00149992,110
S00149993,149
S00149994,107
S00149995,85
S00149996,109
S00149997,95
S00149998,78
S00149999,167
S00150000,78
S00150001,103
S00150002,85
S00150003,66
S00150004,64
S00150005,147
S00150006,104
S00150007,121
S00150008,75
S00150009,121
S00150010,107
S00150011,50
S00150012,77
S00150013,69
S00150014,132
S00150015,89
S00150016,92
S00150017,92
S00150018,128
S00150019,53
S00150020,85
S00150021,138
S00150022,148
S00150023,136
S00150024,138
S00150025,60
S00150026,84
S00150027,104
S00150028,85
S00150029,110
S00150030,93
S00150031,77
S00150032,102
S00150033,146
S00150034,52
S00150035,144
S00150036,90
S00150037,86
S00150038,131
S00150039,49
S00150040,84
S00150041,52
S00150042,83
S00150043,61
S00150044,82
S00150045,111
S00150046,58
S00150047,88
S00150048,235
S00150049,86
S00150050,77
S00150051,118
S00150052,65
S00150053,56
S00150054,198
S00150055,130
S00150056,63
S00150057,73
S00150058,94
S00150059,114
S00150060,83
S00150061,71
S00150062,64
S00150063,80
S00150064,173
S00150065,120
S00150066,93
S00150067,97
S00150068,126
S00150069,75
S00150070,50
S00150071,112
S00150072,122
S00150073,87
S00150074,95
S00150075,89
S00150076,66
S00150077,68
S00150078,161
S00150079,129
S00150080,65
S00150081,93
S00150082,136
S00150083,90
S00150084,91
S00150085,49
S00150086,105
S00150087,83
S00150088,110
S00150089,87
S00150090,166
S00150091,73
S00150092,133
S00150093,82
S00150094,92
S00150095,57
S00150096,131
S00150097,89
S00150098,133
S00150099,88
S00150100,103
S00150101,158
S00150102,98
S00150103,64
S00150104,82
S00150105,190
S00150106,82
S00150107,90
S00150108,77
S00150109,74
S00150110,145
S00150111,118
S00150112,79
S00150113,101
S00150114,100
S00150115,109
S00150116,60
S00150117,101
S00150118,143
S00150119,137
S00150120,61
S00150121,118
S00150122,89
S00150123,137
S00150124,158
S00150125,157
S00150126,91
S00150127,78
S00150128,58
S00150129,86
S00150130,78
S00150131,130
S00150132,126
S00150133,116
S00150134,109
S00150135,103
S00150136,128
S00150137,107
S00150138,133
S00150139,127
S00150140,119
S00150141,96
S00150142,129
S00150143,57
S00150144,78
S00150145,48
S00150146,84
S00150147,95
S00150148,169
S00150149,100
S00150150,71
S00150151,99
S00150152,96
S00150153,80
S00150154,129
S00150155,97
S00150156,101
S00150157,96
S00150158,116
S00150159,102
S00150160,164
S00150161,156
S00150162,98
S00150163,156
S00150164,663
S00150165,143
S00150166,81
S00150167,148
S00150168,135
S00150169,160
S00150170,75
S00150171,108
S00150172,106
S00150173,138
S00150174,129
S00150175,88
S00150176,106
S00150177,146
S00150178,103
S00150179,74
S00150180,118
S00150181,141
S00150182,152
S00150183,109
S00150184,93
S00150185,45
S00150186,78
S00150187,68
S00150188,134
S00150189,94
S00150190,109
S00150191,141
S00150192,79
S00150193,100
S00150194,119
S00150195,105
S00150196,90
S00150197,149
S00150198,94
S00150199,75
S00150200,93
S00150201,84
S00150202,96
S00150203,99
S00150204,100
S00150205,84
S00150206,150
S00150207,98
S00150208,88
S00150209,72
S00150210,164
S00150211,79
S00150212,108
S00150213,88
S00150214,122
S00150215,106
S00150216,87
S00150217,93
S00150218,158
S00150219,130
S00150220,90
S00150221,114
S00150222,62
S00150223,107
S00150224,63
S00150225,106
S00150226,192
S00150227,76
S00150228,93
S00150229,72
S00150230,124
S00150231,83
S00150232,66
S00150233,114
S00150234,90
S00150235,112
S00150236,105
S00150237,123
S00150238,105
S00150239,98
S00150240,131
S00150241,83
S00150242,98
S00150243,102
S00150244,108
S00150245,106
S00150246,120
S00150247,149
S00150248,61
S00150249,68
S00150250,116
S00150251,132
S00150252,82
S00150253,69
S00150254,115
S00150255,122
S00150256,129
S00150257,100
S00150258,53
S00150259,69
S00150260,126
S00150261,88
S00150262,94
S00150263,103
S00150264,121
S00150265,95
S00150266,100
S00150267,101
S00150268,111
S00150269,85
S00150270,91
S00150271,121
S00150272,67
S00150273,118
S00150274,107
S00150275,131
S00150276,110
S00150277,130
S00150278,91
S00150279,99
S00150280,111
S00150281,142
S00150282,130
S00150283,61
S00150284,90
S00150285,133
S00150286,147
S00150287,96
S00150288,96
S00150289,107
S00150290,82
S00150291,103
S00150292,126
S00150293,97
S00150294,80
S00150295,125
S00150296,137
S00150297,81
S00150298,103
S00150299,105
S00150300,89
S00150301,156
S00150302,55
S00150303,81
S00150304,110
S00150305,92
S00150306,110
S00150307,79
S00150308,62
S00150309,122
S00150310,50
S00150311,95
S00150312,121
S00150313,80
S00150314,51
S00150315,91
S00150316,96
S00150317,78
S00150318,80
S00150319,91
S00150320,137
S00150321,72
S00150322,91
S00150323,104
S00150324,90
S00150325,140
S00150326,129
S00150327,147
S00150328,105
S00150329,98
S00150330,97
S00150331,93
S00150332,158
S00150333,105
S00150334,137
S00150335,153
S00150336,93
S00150337,103
S00150338,118
S00150339,79
S00150340,93
S00150341,86
S00150342,85
S00150343,100
S00150344,138
S00150345,171
S00150346,123
S00150347,121
S00150348,123
S00150349,71
S00150350,150
S00150351,126
S00150352,150
S00150353,104
S00150354,82
S00150355,59
S00150356,87
S00150357,77
S00150358,136
S00150359,102
S00150360,110
S00150361,106
S00150362,150
S00150363,92
S00150364,108
S00150365,98
S00150366,99
S00150367,145
S00150368,75
S00150369,88
S00150370,112
S00150371,123
S00150372,111
S00150373,138
S00150374,92
S00150375,79
S00150376,105
S00150377,139
S00150378,109
S00150379,93
S00150380,84
S00150381,160
S00150382,92
S00150383,89
S00150384,103
S00150385,93
S00150386,156
S00150387,82
S00150388,77
S00150389,101
S00150390,149
S00150391,99
S00150392,94
S00150393,93
S00150394,73
S00150395,101
S00150396,114
S00150397,80
S00150398,128
S00150399,72
S00150400,95
S00150401,145
S00150402,61
S00150403,108
S00150404,99
S00150405,82
S00150406,86
S00150407,101
S00150408,147
S00150409,129
S00150410,89
S00150411,86
S00150412,75
S00150413,131
S00150414,66
S00150415,96
S00150416,55
S00150417,105
S00150418,99
S00150419,193
S00150420,129
S00150421,61
S00150422,103
S00150423,75
S00150424,131
S00150425,110
S00150426,82
S00150427,79
S00150428,143
S00150429,115
S00150430,134
S00150431,96
S00150432,100
S00150433,104
S00150434,105
S00150435,124
S00150436,101
S00150437,79
S00150438,143
S00150439,89
S00150440,146
S00150441,87
S00150442,64
S00150443,107
S00150444,95
S00150445,71
S00150446,79
S00150447,105
S00150448,114
S00150449,79
S00150450,108
S00150451,96
S00150452,109
S00150453,121
S00150454,72
S00150455,99
S00150456,111
S00150457,168
S00150458,147
S00150459,122
S00150460,76
S00150461,105
S00150462,88
S00150463,127
S00150464,78
S00150465,123
S00150466,116
S00150467,83
S00150468,104
S00150469,101
S00150470,147
S00150471,75
S00150472,105
S00150473,64
S00150474,93
S00150475,98
S00150476,158
S00150477,132
S00150478,103
S00150479,123
S00150480,59
S00150481,65
S00150482,138
S00150483,124
S00150484,134
S00150485,99
S00150486,82
S00150487,135
S00150488,93
S00150489,91
S00150490,110
S00150491,107
S00150492,88
S00150493,117
S00150494,82
S00150495,100
S00150496,115
S00150497,154
S00150498,111
S00150499,102
S00150500,122
S00150501,72
S00150502,123
S00150503,64
S00150504,74
S00150505,81
S00150506,119
S00150507,127
S00150508,136
S00150509,190
S00150510,125
S00150511,153
S00150512,83
S00150513,64
S00150514,81
S00150515,174
S00150516,131
S00150517,96
S00150518,91
S00150519,120
S00150520,98
S00150521,92
S00150522,87
S00150523,106
S00150524,124
S00150525,91
S00150526,85
S00150527,83
S00150528,117
S00150529,85
S00150530,70
S00150531,120
S00150532,78
S00150533,114
S00150534,99
S00150535,68
S00150536,105
S00150537,124
S00150538,78
S00150539,84
S00150540,110
S00150541,106
S00150542,120
S00150543,57
S00150544,125
S00150545,104
S00150546,78
S00150547,94
S00150548,86
S00150549,115
S00150550,84
S00150551,60
S00150552,158
S00150553,93
S00150554,115
S00150555,82
S00150556,83
S00150557,102
S00150558,173
S00150559,110
S00150560,70
S00150561,108
S00150562,102
S00150563,77
S00150564,72
S00150565,112
S00150566,95
S00150567,106
S00150568,75
S00150569,142
S00150570,142
S00150571,83
S00150572,114
S00150573,72
S00150574,67
S00150575,108
S00150576,58
S00150577,67
S00150578,147
S00150579,61
S00150580,75
S00150581,71
S00150582,67
S00150583,96
S00150584,142
S00150585,114
S00150586,75
S00150587,129
S00150588,88
S00150589,104
S00150590,111
S00150591,126
S00150592,127
S00150593,150
S00150594,89
S00150595,103
S00150596,84
S00150597,68
S00150598,78
S00150599,115
S00150600,96
S00150601,85
S00150602,141
S00150603,113
S00150604,73
S00150605,81
S00150606,62
S00150607,87
S00150608,105
S00150609,114
S00150610,71
S00150611,109
S00150612,76
S00150613,124
S00150614,97
S00150615,92
S00150616,126
S00150617,100
S00150618,115
S00150619,77
S00150620,87
S00150621,107
S00150622,84
S00150623,130
S00150624,76
S00150625,105
S00150626,72
S00150627,123
S00150628,108
S00150629,92
S00150630,79
S00150631,94
S00150632,93
S00150633,79
S00150634,83
S00150635,97
S00150636,77
S00150637,62
S00150638,89
S00150639,105
S00150640,120
S00150641,69
S00150642,98
S00150643,97
S00150644,73
S00150645,139
S00150646,185
S00150647,91
S00150648,104
S00150649,96
S00150650,72
S00150651,66
S00150652,153
S00150653,86
S00150654,88
S00150655,145
S00150656,117
S00150657,89
S00150658,101
S00150659,85
S00150660,77
S00150661,134
S00150662,117
S00150663,98
S00150664,78
S00150665,75
S00150666,52
S00150667,126
S00150668,98
S00150669,129
S00150670,92
S00150671,83
S00150672,122
S00150673,81
S00150674,82
S00150675,66
S00150676,90
S00150677,118
S00150678,102
S00150679,59
S00150680,107
S00150681,105
S00150682,68
S00150683,101
S00150684,77
S00150685,76
S00150686,68
S00150687,128
S00150688,131
S00150689,123
S00150690,62
S00150691,60
S00150692,141
S00150693,94
S00150694,94
S00150695,96
S00150696,83
S00150697,62
S00150698,83
S00150699,118
S00150700,103
S00150701,48
S00150702,48
S00150703,70
S00150704,96
S00150705,103
S00150706,122
S00150707,68
S00150708,102
S00150709,59
S00150710,116
S00150711,84
S00150712,103
S00150713,69
S00150714,100
S00150715,156
S00150716,151
S00150717,97
S00150718,63
S00150719,132
S00150720,90
S00150721,136
S00150722,89
S00150723,97
S00150724,82
S00150725,76
S00150726,176
S00150727,139
S00150728,86
S00150729,60
S00150730,113
S00150731,110
S00150732,98
S00150733,64
S00150734,82
S00150735,105
S00150736,143
S00150737,135
S00150738,101
S00150739,82
S00150740,102
S00150741,109
S00150742,72
S00150743,98
S00150744,107
S00150745,65
S00150746,178
S00150747,197
S00150748,146
S00150749,135
S00150750,101
S00150751,79
S00150752,182
S00150753,108
S00150754,71
S00150755,172
S00150756,65
S00150757,126
S00150758,118
S00150759,102
S00150760,87
S00150761,97
S00150762,65
S00150763,105
S00150764,88
S00150765,106
S00150766,73
S00150767,85
S00150768,97
S00150769,109
S00150770,85
S00150771,90
S00150772,128
S00150773,177
S00150774,78
S00150775,68
S00150776,84
S00150777,86
S00150778,70
S00150779,90
S00150780,94
S00150781,98
S00150782,70
S00150783,74
S00150784,110
S00150785,76
S00150786,115
S00150787,56
S00150788,62
S00150789,56
S00150790,152
S00150791,143
S00150792,137
S00150793,94
S00150794,124
S00150795,63
S00150796,123
S00150797,80
S00150798,153
S00150799,113
S00150800,82
S00150801,103
S00150802,114
S00150803,101
S00150804,100
S00150805,78
S00150806,71
S00150807,68
S00150808,69
S00150809,79
S00150810,142
S00150811,115
S00150812,70
S00150813,75
S00150814,121
S00150815,100
S00150816,132
S00150817,107
S00150818,117
S00150819,102
S00150820,90
S00150821,114
S00150822,101
S00150823,96
S00150824,129
S00150825,79
S00150826,110
S00150827,65
S00150828,55
S00150829,102
S00150830,120
S00150831,101
S00150832,65
S00150833,71
S00150834,145
S00150835,89
S00150836,93
S00150837,139
S00150838,139
S00150839,123
S00150840,60
S00150841,111
S00150842,110
S00150843,120
S00150844,78
S00150845,78
S00150846,83
S00150847,85
S00150848,67
S00150849,99
S00150850,70
S00150851,175
S00150852,107
S00150853,113
