OutputArea,over16pop
S00174570,126
S00174571,118
S00174572,87
S00174573,79
S00174574,67
S00174575,107
S00174576,67
S00174577,86
S00174578,112
S00174579,64
S00174580,85
S00174581,76
S00174582,138
S00174583,55
S00174584,86
S00174585,123
S00174586,88
S00174587,67
S00174588,78
S00174589,71
S00174590,118
S00174591,88
S00174592,70
S00174593,76
S00174594,70
S00174595,61
S00174596,146
S00174597,108
S00174598,84
S00174599,95
S00174600,105
S00174601,108
S00174602,124
S00174603,73
S00174604,70
S00174605,57
S00174606,102
S00174607,72
S00174608,83
S00174609,102
S00174610,77
S00174611,74
S00174612,118
S00174613,70
S00174614,109
S00174615,105
S00174616,95
S00174617,105
S00174618,115
S00174619,98
S00174620,68
S00174621,95
S00174622,133
S00174623,78
S00174624,85
S00174625,66
S00174626,59
S00174627,74
S00174628,130
S00174629,76
S00174630,119
S00174631,111
S00174632,54
S00174633,138
S00174634,94
S00174635,140
S00174636,141
S00174637,57
S00174638,57
S00174639,122
S00174640,74
S00174641,54
S00174642,59
S00174643,94
S00174644,109
S00174645,82
S00174646,61
S00174647,67
S00174648,161
S00174649,104
S00174650,62
S00174651,138
S00174652,76
S00174653,80
S00174654,56
S00174655,120
S00174656,44
S00174657,111
S00174658,68
S00174659,152
S00174660,67
S00174661,107
S00174662,95
S00174663,92
S00174664,64
S00174665,77
S00174666,67
S00174667,120
S00174668,72
S00174669,80
S00174670,66
S00174671,98
S00174672,61
S00174673,90
S00174674,59
S00174675,70
S00174676,118
S00174677,101
S00174678,82
S00174679,109
S00174680,123
S00174681,71
S00174682,59
S00174683,132
S00174684,88
S00174685,74
S00174686,91
S00174687,129
S00174688,89
S00174689,88
S00174690,80
S00174691,57
S00174692,61
S00174693,80
S00174694,137
S00174695,54
S00174696,127
S00174697,61
S00174698,62
S00174699,97
S00174700,162
S00174701,78
S00174702,111
S00174703,98
S00174704,63
S00174705,57
S00174706,121
S00174707,110
S00174708,60
S00174709,155
S00174710,144
S00174711,126
S00174712,101
S00174713,82
S00174714,108
S00174715,132
S00174716,89
S00174717,115
S00174718,92
S00174719,59
S00174720,108
S00174721,99
S00174722,181
S00174723,147
S00174724,137
S00174725,52
S00174726,86
S00174727,57
S00174728,142
S00174729,66
S00174730,92
S00174731,55
S00174732,151
S00174733,132
S00174734,169
S00174735,83
S00174736,57
S00174737,58
S00174738,106
S00174739,128
S00174740,69
S00174741,55
S00174742,113
S00174743,125
S00174744,89
S00174745,138
S00174746,141
S00174747,126
S00174748,83
S00174749,146
S00174750,114
S00174751,83
S00174752,73
S00174753,77
S00174754,47
S00174755,90
S00174756,77
S00174757,96
S00174758,64
S00174759,74
S00174760,102
S00174761,155
S00174762,139
S00174763,127
S00174764,93
S00174765,115
S00174766,130
S00174767,132
S00174768,81
S00174769,76
S00174770,61
S00174771,128
S00174772,73
S00174773,148
S00174774,99
S00174775,74
S00174776,64
S00174777,54
S00174778,78
S00174779,108
S00174780,120
S00174781,85
S00174782,79
S00174783,114
S00174784,115
S00174785,108
S00174786,153
S00174787,103
S00174788,69
S00174789,62
S00174790,106
S00174791,66
S00174792,112
S00174793,82
S00174794,56
S00174795,87
S00174796,74
S00174797,54
S00174798,81
S00174799,108
S00174800,96
S00174801,147
S00174802,73
S00174803,63
S00174804,122
S00174805,123
S00174806,88
S00174807,113
S00174808,105
S00174809,78
S00174810,144
S00174811,78
S00174812,113
S00174813,73
S00174814,157
S00174815,59
S00174816,149
S00174817,92
S00174818,121
S00174819,62
S00174820,164
S00174821,77
S00174822,95
S00174823,85
S00174824,56
S00174825,58
S00174826,90
S00174827,80
S00174828,89
S00174829,60
S00174830,48
S00174831,158
S00174832,106
S00174833,124
S00174834,72
S00174835,120
S00174836,112
S00174837,64
S00174838,148
S00174839,65
S00174840,55
S00174841,72
S00174842,63
S00174843,51
S00174844,100
S00174845,98
S00174846,84
S00174847,110
S00174848,126
S00174849,84
S00174850,63
S00174851,114
S00174852,160
S00174853,66
S00174854,56
S00174855,94
S00174856,54
S00174857,80
S00174858,76
S00174859,186
S00174860,201
S00174861,97
S00174862,79
S00174863,71
S00174864,139
S00174865,127
S00174866,145
S00174867,75
S00174868,124
S00174869,216
S00174870,49
S00174871,127
S00174872,79
S00174873,66
S00174874,161
S00174875,152
S00174876,88
S00174877,92
S00174878,158
S00174879,89
S00174880,71
S00174881,84
S00174882,133
S00174883,102
S00174884,108
S00174885,86
S00174886,103
S00174887,124
S00174888,152
S00174889,130
S00174890,97
S00174891,118
S00174892,129
S00174893,75
S00174894,95
S00174895,126
S00174896,102
S00174897,52
S00174898,120
S00174899,64
S00174900,131
S00174901,62
S00174902,120
S00174903,185
S00174904,84
S00174905,102
S00174906,111
S00174907,76
S00174908,145
S00174909,92
S00174910,86
S00174911,103
S00174912,98
S00174913,83
S00174914,158
S00174915,76
S00174916,93
S00174917,123
S00174918,125
S00174919,93
S00174920,113
S00174921,98
S00174922,101
S00174923,118
S00174924,157
S00174925,80
S00174926,99
S00174927,130
S00174928,101
S00174929,138
S00174930,99
S00174931,106
S00174932,114
S00174933,78
S00174934,91
S00174935,61
S00174936,74
S00174937,85
S00174938,115
S00174939,97
S00174940,131
S00174941,133
S00174942,80
S00174943,80
S00174944,74
S00174945,86
S00174946,65
S00174947,122
S00174948,102
S00174949,92
S00174950,59
S00174951,59
S00174952,132
S00174953,107
S00174954,134
S00174955,55
S00174956,109
S00174957,84
S00174958,62
S00174959,101
S00174960,77
S00174961,133
S00174962,59
S00174963,83
S00174964,94
S00174965,88
S00174966,148
S00174967,121
S00174968,74
S00174969,107
S00174970,118
S00174971,150
S00174972,88
S00174973,150
S00174974,101
S00174975,71
S00174976,65
S00174977,64
S00174978,111
S00174979,94
S00174980,107
S00174981,92
S00174982,91
S00174983,107
S00174984,93
S00174985,87
S00174986,137
S00174987,112
S00174988,58
S00174989,115
S00174990,111
S00174991,89
S00174992,149
S00174993,132
S00174994,96
S00174995,106
S00174996,111
S00174997,58
S00174998,116
S00174999,114
S00175000,93
S00175001,69
S00175002,55
S00175003,88
S00175004,154
S00175005,49
S00175006,75
S00175007,125
S00175008,46
S00175009,78
S00175010,97
S00175011,78
S00175012,70
S00175013,114
S00175014,74
S00175015,127
S00175016,129
S00175017,88
S00175018,118
S00175019,84
S00175020,81
S00175021,74
S00175022,171
S00175023,86
S00175024,102
S00175025,69
S00175026,127
S00175027,63
S00175028,82
S00175029,115
S00175030,108
S00175031,91
S00175032,87
S00175033,116
S00175034,128
S00175035,63
S00175036,81
S00175037,78
S00175038,82
S00175039,91
S00175040,102
S00175041,149
S00175042,121
S00175043,80
S00175044,53
S00175045,104
S00175046,106
S00175047,99
S00175048,89
S00175049,60
S00175050,96
S00175051,137
S00175052,158
S00175053,161
S00175054,70
S00175055,115
S00175056,85
S00175057,86
S00175058,100
S00175059,71
S00175060,94
S00175061,137
S00175062,142
S00175063,169
S00175064,129
S00175065,97
S00175066,103
S00175067,103
S00175068,120
S00175069,84
S00175070,152
S00175071,100
S00175072,87
S00175073,65
S00175074,150
S00175075,95
S00175076,142
S00175077,93
S00175078,119
S00175079,106
S00175080,54
S00175081,96
S00175082,84
S00175083,95
S00175084,123
S00175085,84
S00175086,141
S00175087,70
S00175088,101
S00175089,97
S00175090,74
S00175091,72
S00175092,71
S00175093,66
S00175094,80
S00175095,103
S00175096,65
S00175097,71
S00175098,177
S00175099,91
S00175100,87
S00175101,82
S00175102,98
S00175103,88
S00175104,147
S00175105,67
S00175106,70
S00175107,62
S00175108,119
S00175109,86
S00175110,71
S00175111,71
S00175112,60
S00175113,105
S00175114,81
S00175115,70
S00175116,129
S00175117,115
S00175118,103
S00175119,60
S00175120,98
S00175121,109
S00175122,86
S00175123,87
S00175124,84
S00175125,79
S00175126,152
S00175127,87
S00175128,136
S00175129,89
S00175130,116
S00175131,68
S00175132,63
S00175133,105
S00175134,83
S00175135,102
S00175136,128
S00175137,74
S00175138,95
S00175139,119
S00175140,123
S00175141,69
S00175142,121
S00175143,151
S00175144,97
S00175145,152
S00175146,98
S00175147,87
S00175148,112
S00175149,101
S00175150,78
S00175151,85
S00175152,112
S00175153,99
S00175154,104
S00175155,61
S00175156,86
S00175157,109
S00175158,78
S00175159,114
S00175160,89
S00175161,86
S00175162,125
S00175163,127
S00175164,83
S00175165,141
S00175166,83
S00175167,74
S00175168,87
S00175169,93
S00175170,123
S00175171,103
S00175172,108
S00175173,107
S00175174,159
S00175175,90
S00175176,109
S00175177,139
S00175178,97
S00175179,99
S00175180,105
S00175181,108
S00175182,100
S00175183,83
S00175184,150
S00175185,105
S00175186,71
S00175187,112
S00175188,107
S00175189,64
S00175190,59
S00175191,89
S00175192,51
S00175193,92
S00175194,75
S00175195,95
S00175196,114
S00175197,87
S00175198,58
S00175199,98
S00175200,95
S00175201,92
S00175202,62
S00175203,80
S00175204,124
S00175205,130
S00175206,110
S00175207,78
S00175208,99
S00175209,111
S00175210,90
S00175211,109
S00175212,132
S00175213,133
S00175214,80
S00175215,134
S00175216,137
S00175217,106
S00175218,54
S00175219,75
S00175220,91
S00175221,125
S00175222,65
S00175223,104
S00175224,71
S00175225,120
S00175226,117
S00175227,112
S00175228,73
S00175229,59
S00175230,107
S00175231,128
S00175232,63
S00175233,108
S00175234,211
S00175235,113
S00175236,123
S00175237,92
S00175238,54
S00175239,70
S00175240,77
S00175241,113
S00175242,102
S00175243,57
S00175244,106
S00175245,127
S00175246,93
S00175247,79
S00175248,73
S00175249,99
S00175250,76
S00175251,91
S00175252,117
S00175253,69
S00175254,79
S00175255,53
S00175256,69
S00175257,63
S00175258,86
S00175259,65
S00175260,59
S00175261,86
S00175262,72
S00175263,96
S00175264,105
S00175265,68
S00175266,66
S00175267,81
S00175268,77
S00175269,118
S00175270,118
S00175271,73
S00175272,128
S00175273,75
S00175274,101
S00175275,84
S00175276,120
S00175277,86
S00175278,89
S00175279,122
S00175280,148
S00175281,98
S00175282,109
S00175283,85
S00175284,129
S00175285,97
S00175286,95
S00175287,65
S00175288,125
S00175289,78
S00175290,64
S00175291,165
S00175292,68
S00175293,90
S00175294,81
S00175295,97
S00175296,114
S00175297,78
S00175298,124
S00175299,49
S00175300,133
S00175301,130
S00175302,99
S00175303,112
S00175304,93
S00175305,137
S00175306,68
S00175307,127
S00175308,130
S00175309,87
S00175310,122
S00175311,156
S00175312,54
S00175313,136
S00175314,80
S00175315,81
S00175316,64
S00175317,60
S00175318,75
S00175319,67
S00175320,74
S00175321,82
S00175322,63
S00175323,60
S00175324,83
S00175325,73
S00175326,83
S00175327,102
S00175328,57
S00175329,84
S00175330,114
S00175331,81
S00175332,79
S00175333,58
S00175334,75
S00175335,104
S00175336,79
S00175337,63
S00175338,109
S00175339,95
S00175340,65
S00175341,85
S00175342,76
S00175343,112
S00175344,68
S00175345,88
S00175346,85
S00175347,68
S00175348,80
S00175349,85
S00175350,105
S00175351,135
S00175352,82
S00175353,140
S00175354,101
S00175355,175
S00175356,95
S00175357,104
S00175358,76
S00175359,80
S00175360,107
S00175361,88
S00175362,86
S00175363,73
S00175364,105
S00175365,73
S00175366,98
S00175367,137
S00175368,70
S00175369,60
S00175370,86
S00175371,100
S00175372,103
S00175373,141
S00175374,67
S00175375,52
S00175376,58
S00175377,61
S00175378,68
S00175379,87
S00175380,106
S00175381,110
S00175382,71
S00175383,73
S00175384,56
S00175385,59
S00175386,55
S00175387,84
S00175388,125
S00175389,102
S00175390,83
S00175391,108
S00175392,67
S00175393,61
S00175394,96
S00175395,63
S00175396,69
S00175397,97
S00175398,108
S00175399,60
S00175400,89
S00175401,98
S00175402,70
S00175403,157
S00175404,59
S00175405,97
S00175406,78
S00175407,63
S00175408,93
S00175409,129
S00175410,93
S00175411,99
S00175412,105
S00175413,129
S00175414,59
S00175415,80
S00175416,136
S00175417,67
S00175418,47
S00175419,89
S00175420,141
S00175421,69
S00175422,99
S00175423,63
S00175424,78
S00175425,73
S00175426,97
S00175427,245
S00175428,93
S00175429,63
S00175430,77
S00175431,82
S00175432,147
S00175433,130
S00175434,64
S00175435,120
S00175436,89
S00175437,60
S00175438,79
S00175439,68
S00175440,109
S00175441,82
S00175442,123
S00175443,63
S00175444,63
S00175445,81
S00175446,133
S00175447,58
S00175448,70
S00175449,86
S00175450,135
S00175451,85
S00175452,65
S00175453,111
S00175454,81
S00175455,142
S00175456,149
S00175457,96
S00175458,71
S00175459,132
S00175460,89
S00175461,78
S00175462,112
S00175463,64
S00175464,71
S00175465,71
S00175466,100
S00175467,74
S00175468,85
S00175469,94
S00175470,104
S00175471,123
S00175472,143
S00175473,155
S00175474,79
S00175475,135
S00175476,77
S00175477,92
S00175478,82
S00175479,80
S00175480,135
S00175481,85
S00175482,91
S00175483,108
S00175484,107
S00175485,112
S00175486,67
S00175487,80
S00175488,57
S00175489,81
S00175490,94
S00175491,145
S00175492,77
S00175493,99
S00175494,90
S00175495,83
S00175496,159
S00175497,85
S00175498,159
S00175499,104
S00175500,101
S00175501,72
S00175502,64
S00175503,119
S00175504,120
S00175505,76
S00175506,120
S00175507,126
S00175508,95
S00175509,95
S00175510,74
S00175511,79
S00175512,94
S00175513,69
S00175514,94
S00175515,66
S00175516,116
S00175517,78
S00175518,65
S00175519,90
S00175520,97
S00175521,82
S00175522,143
S00175523,95
S00175524,96
S00175525,141
S00175526,186
S00175527,117
S00175528,113
S00175529,89
S00175530,134
S00175531,132
S00175532,113
S00175533,157
S00175534,154
S00175535,155
S00175536,151
S00175537,83
S00175538,68
S00175539,105
S00175540,72
S00175541,120
S00175542,66
S00175543,136
S00175544,111
S00175545,131
S00175546,98
S00175547,94
S00175548,93
S00175549,73
S00175550,134
S00175551,126
S00175552,84
S00175553,117
S00175554,87
S00175555,115
S00175556,72
S00175557,137
S00175558,79
S00175559,78
S00175560,133
S00175561,141
S00175562,96
S00175563,99
S00175564,110
S00175565,71
S00175566,88
S00175567,85
S00175568,77
S00175569,137
S00175570,116
S00175571,136
S00175572,79
S00175573,86
S00175574,52
S00175575,64
S00175576,90
S00175577,90
S00175578,111
S00175579,61
S00175580,87
S00175581,64
S00175582,93
S00175583,118
S00175584,76
S00175585,65
S00175586,90
S00175587,51
S00175588,57
S00175589,65
S00175590,128
S00175591,91
S00175592,95
S00175593,71
S00175594,81
S00175595,55
S00175596,59
S00175597,86
S00175598,114
S00175599,63
S00175600,77
S00175601,77
S00175602,105
S00175603,128
S00175604,115
S00175605,167
S00175606,115
S00175607,62
S00175608,148
S00175609,63
S00175610,91
S00175611,82
S00175612,86
S00175613,153
S00175614,90
S00175615,58
S00175616,94
S00175617,126
S00175618,141
S00175619,81
S00175620,101
S00175621,110
S00175622,110
S00175623,88
S00175624,91
S00175625,90
S00175626,86
S00175627,73
S00175628,96
S00175629,113
S00175630,79
S00175631,84
S00175632,155
S00175633,89
S00175634,75
S00175635,108
S00175636,107
S00175637,116
S00175638,94
S00175639,84
S00175640,91
S00175641,125
S00175642,134
S00175643,90
S00175644,84
S00175645,126
S00175646,144
S00175647,122
S00175648,198
S00175649,93
S00175650,107
S00175651,81
S00175652,98
S00175653,87
S00175654,99
S00175655,76
S00175656,66
S00175657,88
S00175658,120
S00175659,120
S00175660,78
S00175661,102
S00175662,107
S00175663,123
S00175664,83
S00175665,96
S00175666,76
S00175667,95
S00175668,98
S00175669,97
S00175670,107
S00175671,116
S00175672,141
S00175673,70
S00175674,79
S00175675,73
S00175676,143
S00175677,87
S00175678,121
S00175679,84
S00175680,73
S00175681,63
S00175682,94
S00175683,115
S00175684,109
S00175685,127
S00175686,96
S00175687,91
S00175688,131
S00175689,118
S00175690,80
S00175691,110
S00175692,93
S00175693,85
S00175694,160
S00175695,60
S00175696,157
S00175697,88
S00175698,109
S00175699,137
S00175700,70
S00175701,74
S00175702,48
S00175703,102
S00175704,102
S00175705,108
S00175706,72
S00175707,63
S00175708,72
S00175709,74
S00175710,76
S00175711,111
S00175712,65
S00175713,143
S00175714,117
S00175715,79
S00175716,114
S00175717,150
S00175718,68
S00175719,67
S00175720,90
S00175721,71
S00175722,58
S00175723,53
S00175724,58
S00175725,116
S00175726,102
S00175727,96
S00175728,152
S00175729,73
S00175730,89
S00175731,72
S00175732,148
S00175733,107
S00175734,50
S00175735,103
S00175736,143
S00175737,89
S00175738,122
S00175739,122
S00175740,69
S00175741,80
S00175742,66
S00175743,68
S00175744,60
S00175745,129
S00175746,67
S00175747,109
S00175748,63
S00175749,113
S00175750,113
S00175751,58
S00175752,118
S00175753,133
S00175754,138
S00175755,67
S00175756,104
S00175757,100
S00175758,74
S00175759,92
S00175760,80
S00175761,76
S00175762,100
S00175763,135
S00175764,88
S00175765,87
S00175766,131
S00175767,91
S00175768,147
S00175769,68
S00175770,74
S00175771,66
S00175772,96
S00175773,49
S00175774,101
S00175775,82
S00175776,139
S00175777,62
S00175778,136
S00175779,92
S00175780,101
S00175781,102
S00175782,66
S00175783,133
S00175784,66
S00175785,112
S00175786,88
S00175787,79
S00175788,125
S00175789,82
S00175790,68
S00175791,86
S00175792,87
S00175793,72
S00175794,109
S00175795,64
S00175796,53
S00175797,73
S00175798,126
S00175799,121
S00175800,133
S00175801,98
S00175802,72
S00175803,75
S00175804,94
S00175805,87
S00175806,70
S00175807,90
S00175808,104
S00175809,89
S00175810,121
S00175811,62
S00175812,86
S00175813,143
S00175814,95
S00175815,71
S00175816,106
S00175817,63
S00175818,79
S00175819,84
S00175820,74
S00175821,107
S00175822,78
S00175823,82
S00175824,66
S00175825,69
S00175826,110
S00175827,111
S00175828,79
S00175829,94
S00175830,101
S00175831,127
S00175832,131
S00175833,109
S00175834,103
S00175835,96
S00175836,125
S00175837,69
S00175838,119
S00175839,114
S00175840,92
S00175841,119
S00175842,102
S00175843,66
S00175844,90
S00175845,61
S00175846,92
S00175847,104
S00175848,141
S00175849,85
S00175850,141
S00175851,134
S00175852,91
S00175853,88
S00175854,90
S00175855,103
S00175856,53
S00175857,62
S00175858,60
S00175859,85
S00175860,84
S00175861,94
S00175862,86
S00175863,70
S00175864,64
S00175865,91
S00175866,108
S00175867,85
S00175868,137
S00175869,90
S00175870,132
S00175871,107
S00175872,83
S00175873,105
S00175874,89
S00175875,95
S00175876,147
S00175877,101
S00175878,88
S00175879,121
S00175880,108
S00175881,139
S00175882,85
S00175883,98
S00175884,60
S00175885,94
S00175886,86
S00175887,70
S00175888,71
S00175889,70
S00175890,73
S00175891,68
S00175892,93
S00175893,61
S00175894,69
S00175895,77
S00175896,70
S00175897,65
S00175898,110
S00175899,96
S00175900,154
S00175901,88
S00175902,101
S00175903,58
S00175904,92
S00175905,59
S00175906,55
S00175907,57
S00175908,64
S00175909,48
S00175910,97
S00175911,98
S00175912,67
S00175913,83
S00175914,71
S00175915,132
S00175916,94
S00175917,96
S00175918,71
S00175919,97
S00175920,55
S00175921,98
S00175922,83
S00175923,143
S00175924,49
S00175925,133
S00175926,58
S00175927,71
S00175928,96
S00175929,89
S00175930,81
S00175931,196
S00175932,107
S00175933,53
S00175934,82
S00175935,79
S00175936,64
S00175937,67
S00175938,113
S00175939,131
S00175940,104
S00175941,62
S00175942,152
S00175943,78
S00175944,100
S00175945,85
S00175946,66
S00175947,80
S00175948,78
S00175949,116
S00175950,88
S00175951,63
S00175952,136
S00175953,88
S00175954,67
S00175955,78
S00175956,96
S00175957,60
S00175958,120
S00175959,91
S00175960,113
S00175961,132
S00175962,110
S00175963,98
S00175964,117
S00175965,54
S00175966,90
S00175967,87
S00175968,72
S00175969,99
S00175970,102
S00175971,120
S00175972,83
S00175973,92
S00175974,91
S00175975,128
S00175976,128
S00175977,88
S00175978,84
S00175979,82
S00175980,132
S00175981,100
S00175982,63
S00175983,113
S00175984,78
S00175985,64
S00175986,103
S00175987,112
S00175988,107
S00175989,131
S00175990,80
S00175991,51
S00175992,65
S00175993,79
S00175994,70
S00175995,95
S00175996,97
S00175997,108
S00175998,145
S00175999,89
S00176000,50
S00176001,70
S00176002,108
S00176003,110
S00176004,109
S00176005,93
S00176006,73
S00176007,73
S00176008,157
S00176009,168
S00176010,127
S00176011,68
S00176012,72
S00176013,99
S00176014,103
S00176015,63
S00176016,135
S00176017,145
S00176018,143
S00176019,51
S00176020,56
S00176021,156
S00176022,94
S00176023,65
S00176024,93
S00176025,128
S00176026,125
S00176027,119
S00176028,88
S00176029,167
S00176030,112
S00176031,59
S00176032,105
S00176033,107
S00176034,149
S00176035,103
S00176036,56
S00176037,92
S00176038,69
S00176039,141
S00176040,73
S00176041,129
S00176042,87
S00176043,154
S00176044,73
S00176045,65
S00176046,164
S00176047,58
S00176048,83
S00176049,112
S00176050,131
S00176051,138
S00176052,133
S00176053,114
S00176054,89
S00176055,126
S00176056,92
S00176057,102
S00176058,84
S00176059,95
S00176060,81
S00176061,87
S00176062,76
S00176063,78
S00176064,85
S00176065,101
S00176066,126
S00176067,108
S00176068,74
S00176069,109
S00176070,86
S00176071,74
S00176072,109
S00176073,114
S00176074,58
S00176075,80
S00176076,98
S00176077,111
S00176078,106
S00176079,70
S00176080,129
S00176081,113
S00176082,102
S00176083,150
S00176084,112
S00176085,125
S00176086,80
S00176087,132
S00176088,57
S00176089,55
S00176090,51
S00176091,108
S00176092,88
S00176093,92
S00176094,66
S00176095,83
S00176096,74
S00176097,132
S00176098,123
S00176099,151
S00176100,80
S00176101,60
S00176102,165
S00176103,131
S00176104,99
S00176105,75
S00176106,88
S00176107,66
S00176108,57
S00176109,113
S00176110,81
S00176111,80
S00176112,132
S00176113,80
S00176114,53
S00176115,131
S00176116,59
S00176117,81
S00176118,83
S00176119,99
S00176120,88
S00176121,56
S00176122,81
S00176123,98
S00176124,153
S00176125,151
S00176126,98
S00176127,114
S00176128,63
S00176129,117
S00176130,116
S00176131,89
S00176132,104
S00176133,75
S00176134,111
S00176135,109
S00176136,87
S00176137,95
S00176138,114
S00176139,62
S00176140,84
S00176141,114
S00176142,71
S00176143,92
S00176144,137
S00176145,82
S00176146,117
S00176147,79
S00176148,103
S00176149,119
S00176150,102
S00176151,106
S00176152,96
S00176153,93
S00176154,69
S00176155,75
S00176156,93
S00176157,114
S00176158,59
S00176159,90
S00176160,126
S00176161,114
S00176162,109
S00176163,111
S00176164,88
S00176165,59
S00176166,65
S00176167,103
S00176168,116
S00176169,90
S00176170,135
S00176171,132
S00176172,117
S00176173,67
S00176174,113
S00176175,158
S00176176,82
S00176177,66
S00176178,74
S00176179,83
S00176180,88
S00176181,57
S00176182,105
S00176183,156
S00176184,124
S00176185,159
S00176186,150
S00176187,211
S00176188,201
S00176189,129
S00176190,115
S00176191,67
S00176192,102
S00176193,87
S00176194,93
S00176195,73
S00176196,111
S00176197,153
S00176198,123
S00176199,91
S00176200,67
S00176201,116
S00176202,97
S00176203,82
S00176204,163
S00176205,111
S00176206,125
S00176207,172
S00176208,157
S00176209,73
S00176210,98
S00176211,137
S00176212,101
S00176213,123
S00176214,97
S00176215,59
S00176216,108
S00176217,90
S00176218,98
S00176219,93
S00176220,118
S00176221,166
S00176222,73
S00176223,88
S00176224,70
S00176225,96
S00176226,97
S00176227,84
S00176228,179
S00176229,58
S00176230,79
S00176231,59
S00176232,88
S00176233,130
S00176234,110
S00176235,113
S00176236,107
S00176237,79
S00176238,147
S00176239,84
S00176240,181
S00176241,136
S00176242,93
S00176243,132
S00176244,71
S00176245,137
S00176246,126
S00176247,166
S00176248,89
S00176249,73
S00176250,116
S00176251,119
S00176252,64
S00176253,77
S00176254,109
S00176255,105
S00176256,79
S00176257,76
S00176258,125
S00176259,92
S00176260,75
S00176261,89
S00176262,133
S00176263,66
S00176264,69
S00176265,92
S00176266,98
S00176267,83
S00176268,113
S00176269,122
S00176270,63
S00176271,153
S00176272,77
S00176273,81
S00176274,58
S00176275,104
S00176276,85
S00176277,184
S00176278,112
S00176279,88
S00176280,114
S00176281,67
S00176282,99
S00176283,63
S00176284,79
S00176285,136
S00176286,182
S00176287,87
S00176288,177
S00176289,83
S00176290,150
S00176291,90
S00176292,105
S00176293,109
S00176294,87
S00176295,76
S00176296,67
S00176297,101
S00176298,145
S00176299,64
S00176300,150
S00176301,90
S00176302,116
S00176303,77
S00176304,65
S00176305,49
S00176306,102
S00176307,150
S00176308,122
S00176309,65
S00176310,59
S00176311,107
S00176312,64
S00176313,64
S00176314,82
S00176315,78
S00176316,88
S00176317,126
S00176318,146
S00176319,90
S00176320,147
S00176321,124
S00176322,144
S00176323,111
S00176324,50
S00176325,108
S00176326,84
S00176327,86
S00176328,130
S00176329,120
S00176330,117
S00176331,59
S00176332,122
S00176333,61
S00176334,147
S00176335,102
S00176336,87
S00176337,115
S00176338,122
S00176339,64
S00176340,75
S00176341,60
S00176342,55
S00176343,77
S00176344,171
S00176345,129
S00176346,66
S00176347,90
S00176348,97
S00176349,126
S00176350,100
S00176351,54
S00176352,93
S00176353,85
S00176354,143
S00176355,85
S00176356,69
S00176357,111
S00176358,62
S00176359,62
S00176360,125
S00176361,115
S00176362,107
S00176363,120
S00176364,84
S00176365,81
S00176366,92
S00176367,101
S00176368,106
S00176369,91
S00176370,70
S00176371,115
S00176372,93
S00176373,60
S00176374,85
S00176375,82
S00176376,82
S00176377,62
S00176378,143
S00176379,61
S00176380,112
S00176381,132
S00176382,107
S00176383,66
S00176384,89
S00176385,67
S00176386,81
S00176387,89
S00176388,93
S00176389,84
S00176390,56
S00176391,120
S00176392,54
S00176393,84
S00176394,59
S00176395,119
S00176396,114
S00176397,87
S00176398,111
S00176399,87
S00176400,83
S00176401,89
S00176402,76
S00176403,82
S00176404,115
S00176405,85
S00176406,68
S00176407,92
S00176408,60
S00176409,77
S00176410,77
S00176411,95
S00176412,72
S00176413,109
S00176414,54
S00176415,146
S00176416,63
S00176417,66
S00176418,90
S00176419,85
S00176420,72
S00176421,69
S00176422,71
S00176423,76
S00176424,87
S00176425,60
S00176426,81
S00176427,122
S00176428,89
S00176429,104
S00176430,126
S00176431,82
S00176432,73
S00176433,92
S00176434,131
S00176435,89
S00176436,84
S00176437,74
S00176438,92
S00176439,121
S00176440,141
S00176441,74
S00176442,91
S00176443,262
S00176444,161
S00176445,96
S00176446,102
S00176447,97
S00176448,77
S00176449,125
S00176450,106
S00176451,152
S00176452,79
S00176453,88
S00176454,71
S00176455,65
S00176456,94
S00176457,147
S00176458,95
S00176459,88
S00176460,157
S00176461,124
S00176462,112
S00176463,103
S00176464,138
S00176465,57
S00176466,76
S00176467,132
S00176468,86
S00176469,166
S00176470,74
S00176471,147
S00176472,136
S00176473,99
S00176474,95
S00176475,64
S00176476,65
S00176477,70
S00176478,121
S00176479,94
S00176480,62
S00176481,87
S00176482,73
S00176483,54
S00176484,162
S00176485,142
S00176486,86
S00176487,119
S00176488,103
S00176489,166
S00176490,101
S00176491,106
S00176492,90
S00176493,140
S00176494,96
S00176495,112
S00176496,142
S00176497,88
S00176498,84
S00176499,123
S00176500,125
S00176501,104
S00176502,85
S00176503,87
S00176504,94
S00176505,88
S00176506,86
S00176507,130
S00176508,139
S00176509,98
S00176510,81
S00176511,104
S00176512,137
S00176513,87
S00176514,92
S00176515,89
S00176516,110
S00176517,64
S00176518,64
S00176519,96
S00176520,114
S00176521,143
S00176522,72
S00176523,104
S00176524,61
S00176525,93
S00176526,52
S00176527,61
S00176528,53
S00176529,119
S00176530,109
S00176531,169
S00176532,103
S00176533,72
S00176534,67
S00176535,129
S00176536,117
S00176537,118
S00176538,67
S00176539,82
S00176540,85
S00176541,103
S00176542,55
S00176543,75
S00176544,75
S00176545,93
S00176546,131
S00176547,113
S00176548,116
S00176549,136
S00176550,112
S00176551,71
S00176552,80
S00176553,61
S00176554,92
S00176555,91
S00176556,111
S00176557,91
S00176558,72
S00176559,85
S00176560,77
S00176561,81
S00176562,72
S00176563,102
S00176564,95
S00176565,76
S00176566,72
S00176567,83
