X,Y,OBJECTID,ALCOHOL_SALES,LICENCE_NO,PREMISES_REF,LICENCE_HOLDER,PREMISES_MANAGER,GRANTDATE,CHILDREN,COREDAYS,COREACTIVE,CAPACITY_ON,CAPACITY_OFF,MAP_EAST,MAP_NORTH,UPRN,DISTANCE,ADDRESS,LOG_STATUS,AREANAME,AREACODE,WARDNO,WARDNAME,INTERZONE
264644,666545,597,Off,GC1240,ONE O ONE 429 Gartloch Road Glasgow G33 3TH  ,One-O-One Convenience Stores Limited,,2009/01/23 00:00:00+00,,Monday to,Premises ,,22.04,264644,666545,906700349790,,429 Gartloch Road Glasgow G33 3TH ,,Ruchazie / Garthamlock,17,21,North East,S02001916
260545,665246,598,Off,GC1245,Tennent Caledonian Breweries Staff Shop 161 Duke Street Glasgow G31 1JD ,Tennent Caledonian Breweries UK Limi,Callum James McCormack,2009/01/23 00:00:00+00,,Monday to,Premises ,,46,260545,665246,906700378791,,161 Duke Street Glasgow G31 1JD ,,Dennistoun,12,22,Dennistoun,S02001932
256907,664482,599,On & Off,GC1269,The Bellrock 4-6 Cornwall Street Kinningpark Glasgow G41 1AQ ,Trust Inns Limited,Diane Daniels,2009/01/23 00:00:00+00,,On Sales ,Premises ,134,7.6,256907,664482,906700155333,,6 Cornwall Street Glasgow G41 1AQ ,,Ibrox / Kingston,2,05,Govan,S02001861
262645,665637,600,On,GC1270,NB Riddrie 722 Cumbernauld Road Glasgow G33 2ES  ,N B Leisure Limited,James O'Neil,2009/01/23 00:00:00+00,,Monday to,Premises ,1102,,262645,665637,906700038127,,722 Cumbernauld Road Glasgow G33 2ES ,,Riddrie / Cranhill,11,18,East Centre,S02001913
255903,666566,601,On,GC1275,Pho 79 Authentic Vietnamese Street Food 279 Dumbarton Road Glasgow G11 6AB  ,Neil Thomas McAteer,Neil Thomas McAteer,2009/01/23 00:00:00+00,,Monday to,Premises ,35,,255903,666566,906700317935,,279 Dumbarton Road Glasgow G11 6AB ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
258925,665268,602,On & Off,GC1280,Ross's Bar 78 Mitchell Street Glasgow G1 3NA  ,Partnership of Messrs P & R Randev,John William Rafferty,2009/01/23 00:00:00+00,,On Sales ,Premises ,135,39.2,258925,665268,906700087322,,78 Mitchell Street Glasgow G1 3NA ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258869,666025,603,On,GC1281,MacConnells 335 Hope Street Glasgow G2 3PT  ,Abertaverns Ltd,,2009/01/23 00:00:00+00,,Monday to,Premises ,255,,258869,666025,906700054713,,335 Hope Street Glasgow G2 3PT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
259032,665872,604,On & Off,GC1285,The Holiday Inn The Holiday Inn 161 West Nile Street Glasgow G1 2RL ,Chardon Leisure Limited,Lynsey Anne Crawford,2009/01/23 00:00:00+00,,On Sales ,Premises ,375,11.3,259032,665872,906700118671,,161 West Nile Street Glasgow G1 2RL ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
255768,661171,605,On,GC0941,Pollokshaws Bowling Club 2114 Pollokshaws Road Glasgow G43 1AT  ,Pollokshaws Bowling Club,,2009/01/26 00:00:00+00,,Monday to,Premises ,150,,255768,661171,906700201471,,2114 Pollokshaws Road Glasgow G43 1AT ,,Pollokshaws / Mansewood,47,02,Newlands/Auldburn,S02001873
254388,660183,606,Off,GC0946,The Hut Licensed Grocers 467 Boydstone Road Glasgow G46 8HN  ,Arslan Rashid,Rubbiya Waheed,2009/01/26 00:00:00+00,,Monday to,Premises ,,19.58,254388,660183,906700244338,,467 Boydstone Road Glasgow G46 8HN ,,Arden / Carnwadric,48,02,Newlands/Auldburn,S02001874
259279.17,669839.390000001,607,Off,GC0953,43/45 Skerray Street Glasgow G22 7PY   ,Nasreem Mohammed,Asif Mohammed,2009/01/26 00:00:00+00,,Monday to,Premises ,,15,259279.17,669839.39,906700102952,,43 Skerray Street Glasgow G22 7PY ,,Lambhill / Milton,35,16,Canal,S02001944
263195,666000,608,On,GC0954,Riddrie Bowling Club 90 Smithycroft Road Glasgow G33 2RQ  ,Riddrie Bowling Club,,2009/01/26 00:00:00+00,,Monday to,Premises ,194,,263195,666000,906700380632,,Riddrie Car Sales 90 Smithycroft Road Glasgow G33 2RQ ,,Riddrie / Cranhill,11,18,East Centre,S02001916
258339,665909,609,On,GC0974,Dun Dun Xiang 319/321 Sauchiehall Street Glasgow G2 3HW  ,T. R. Properties Ltd,Kar Shun Chan,2009/01/26 00:00:00+00,,Monday to,Premises ,110,4,258339,665909,906700424066,,Storey Ground 321 Sauchiehall Street Glasgow G2 3HW ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
256393,661284,610,Off,GC0995,Lidl Great Britain Limited 30 Riverford Road Glasgow G43 1PX  ,Lidl Great Britain Limited,Muhammad Rafique,2009/01/26 00:00:00+00,,Monday to,Premises ,,70.74,256393,661284,906700403062,,32 Riverbank Street Glasgow G43 1QG ,,Pollokshaws / Mansewood,47,02,Newlands/Auldburn,S02001873
260493,660241,611,Off,GC1014,Croft Licensed Grocers 497 Castlemilk Road Glasgow G44 5LX  ,Asim Ali Akhtar,Abdul Shakoor,2009/01/26 00:00:00+00,,Monday to,Premises ,,10.5,260493,660241,906700251758,,497 Castlemilk Road Glasgow G44 5LX ,,Croftfoot,10,01,Linn,S02001884
259233,664756,612,On & Off,GC1017,Scotia Bar 114 Stockwell Street Glasgow G1 4LW  ,Greene King Brewing & Retailing Limi,Victoria Helen Clark,2009/01/26 00:00:00+00,,On Sales ,Premises ,144,10.9,259233,664756,906700098062,,114 Stockwell Street Glasgow G1 4LW ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
257004,662018,613,On,GC1020,Shawlands Bowling Club 1154 Pollokshaws Road Glasgow G41 3QP  ,Shawlands Bowling Club,,2009/01/26 00:00:00+00,,Monday to,Premises ,130,,257004,662018,906700336301,,1154 Pollokshaws Road Glasgow G41 3QP ,,Shawlands / Strathbungo,6,06,Pollokshields,S02001870
257286,662074,614,On & Off,GC1021,Georgic 1097 Pollokshaws Road Glasgow G41 3YG  ,Greene King Retailing Ltd,Ashley Patricia Wilson McC,2009/01/26 00:00:00+00,,On Sales ,Premises ,135,16.8,257286,662074,906700297881,,1097 Pollokshaws Road Glasgow G41 3YG ,,Langside / Battlefield,7,07,Langside,S02001871
262402,664487,615,Off,GC1022,ASDA Store The Forge 1300 Duke Street Glasgow G31 4EB ,Asda Stores Limited,Richard Robert Barr,2009/01/26 00:00:00+00,,Monday to,Premises ,,179,262402,664487,906700385572,,ASDA Store Cafe The Forge 1221 Gallowgate Glasgow G31 4EB ,,Parkhead / Dalmarnock,27,09,Calton,S02001894
262654,665723,616,Off,GC1043,Spar 743 Cumbernauld Road Glasgow G33 2EP  ,CJ Lang & Son Limited,Megan Cochrane,2009/01/26 00:00:00+00,,Monday to,Premises ,,13.3,262654,665723,906700038247,,743 Cumbernauld Road Glasgow G33 2EP ,,Riddrie / Cranhill,11,18,East Centre,S02001913
257306,666729,617,Off,GC1296,20/22 Gibson Street Glasgow G12 8NX   ,Amardeep Singh Kooner,Amardeep Singh Kooner,2009/01/26 00:00:00+00,,Monday to,Premises ,,12.625,257306,666729,906700044038,,22 Gibson Street Hillhead Glasgow G12 8NX ,,Hillhead / Woodlands,30,11,Hillhead,S02001937
258715,665191,618,On & Off,GC1300,26 Hope Street Glasgow G2 6AA   ,26 Lafferty Group Ltd,William Marshall,2009/01/26 00:00:00+00,,On Sales ,Premises ,105,12,258715,665191,906700064173,,26 Hope Street Glasgow G2 6AA ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
255215,666612,619,On,GC1301,Liukoushui Hot Pot Noodles 562 Dumbarton Road Glasgow G11 6RH  ,Dumbarton Road Property Limited,Michelle Fergus,2009/01/26 00:00:00+00,,Monday to,Premises ,30,,255215,666612,906700027974,,562 Dumbarton Road Glasgow G11 6RH ,,Broomhill / Partick West,33,12,Victoria Park,S02001954
253748,670345,620,Off,GC1302,Day To Day 137 Rotherwood Avenue Glasgow G13 2AX  ,Iqra Mona Saddiq,Nasser Sadiq,2009/01/26 00:00:00+00,,Monday to,Premises ,,25.7,253748,670345,906700101761,,137 Rotherwood Avenue Glasgow G13 2AX ,,Temple / Anniesland,18,14,Drumchapel/Anniesland,S02001972
259650,665080,621,On,GC1310,Italian Caffe 92 Albion Street City Centre Glasgow G1 1NY ,Eufemio Perella,Franco Costantini,2009/01/26 00:00:00+00,,Monday to,Premises ,70,,259650,665080,906700304579,,92 Albion Street City Centre Glasgow G1 1NY ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
264222,662437,622,On & Off,GC1317,Glasgow (Cambuslang / M74 J2A) Premier Inn 40 Westhorn Drive Glasgow G32 8YX  ,Whitbread Group Plc,Shelley Townsley,2009/01/26 00:00:00+00,,On Sales ,Premises ,90,2,264222,662437,906700415857,,Flat 1/1 Brewers Fayre 40 Westhorn Drive Glasgow G32 8YX ,,Tollcross / West Shettleston,56,19,Shettleston,S02001897
256982,668218,623,Off,GC1318,Kwik Cut 151/155 Garrioch Road Glasgow G20 8RH  ,Jasvinder Atwal,Rajinder Singh Battu,2009/01/26 00:00:00+00,,Monday to,Premises ,,20,256982,668218,906700049453,,155 Garrioch Road Glasgow G20 8SF ,,Maryhill Road Corridor,39,15,Maryhill,S02001941
251812,671189,624,Off,GC1323,G101 Off Sales 81-83 Kinfauns Drive Glasgow G15 7TG  ,One-O-One Convenience Stores Limited,Kodie Angela Hay,2009/01/26 00:00:00+00,,Monday to,Premises ,,30.8,251812,671189,906700079338,,83 Kinfauns Drive Glasgow G15 7TG ,,Drumchapel,40,14,Drumchapel/Anniesland,S02001976
259735,665191,625,On,GC1324,Amore 6 Shuttle Street Glasgow G1 1QA  ,Ristorante Monte Carlo Limited,Jordan Tam,2009/01/26 00:00:00+00,,Monday to,Premises ,150,0,259735,665191,906700380933,,6 Shuttle Street Glasgow G1 1QA ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001931
259975,657592,626,On,GC1325,Carmunnock Village Recreation Club 109 Waterside Road Glasgow G76 9DU  ,Carmunnock Village Recreation Club,,2009/01/26 00:00:00+00,,Monday to,Premises ,135,,259975,657592,906700316509,,109 Waterside Road Glasgow G76 9DU ,,Carmunnock,21,01,Linn,S02001880
257625,662990,627,On,GC1336,Ikafe 138 Nithsdale Road Glasgow G41 5RB  ,Mohammed Rashid,Christopher Boswell,2009/01/26 00:00:00+00,,Monday to,Premises ,46,,257625,662990,906700378630,,138 Nithsdale Road Glasgow G41 5RB ,,Pollokshields East,54,06,Pollokshields,S02001864
257012,665965,628,On,GC1339,El Jefe's 1166/1170 Argyle Street Glasgow G3 8TE  ,Jaspal Singh Matharu,Christopher Linning,2009/01/26 00:00:00+00,,Monday to,Premises ,110,,257012,665965,906700006081,,1170 Argyle Street Glasgow G3 8TE ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
258655,665946,629,Off,GC1346,One O One 39 Cambridge Street Glasgow G3 6TH  ,One-O-One Convenience Stores Limited,Irene Loney,2009/01/26 00:00:00+00,,Monday to,Premises ,,66.88,258655,665946,906700021451,,39 Cambridge Street Glasgow G3 6TH ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
257109,665909,630,On,GC1348,Santorini 1116 Argyle Street Glasgow G3 8TD  ,Vienna Rooms Ltd,Antonio Carbajosa,2009/01/26 00:00:00+00,,Monday to,Premises ,45,,257109,665909,906700005842,,1116 Argyle Street Glasgow G3 8TD ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
259644,665075,631,On & Off,GC1352,Bar Home 80 Albion Street City Centre Glasgow G1 1NY ,Stonegate Pub Company Limited,Duncan Bruce Walker Forres,2009/01/26 00:00:00+00,,On Sales ,Premises ,375,10.3,259644,665075,906700001313,,80 Albion Street City Centre Glasgow G1 1NY ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
255727,666505,632,Off,GC1356,Morrisons 1 Merkland Court Glasgow G11 6BZ  ,WM Morrison Supermarkets Plc,Callan Mark Ackerman ,2009/01/26 00:00:00+00,,Monday to,Premises ,,173.31,255727,666505,906700084687,,Morrisons 1 Merkland Court Glasgow G11 6BZ ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
256619,667068,633,On & Off,GC1359,Curlers Rest 260 Byres Road Glasgow G12 8SH  ,Mitchells & Butlers Retail Ltd,Bradley David Gant,2009/01/26 00:00:00+00,,On Sales ,Premises ,435,31.3,256619,667068,906700019209,,260 Byres Road Glasgow G12 8SH ,,Hillhead / Woodlands,30,11,Hillhead,S02001957
265154,661863,634,Off,GC1360,Keystore 16 Quebec Wynd Glasgow G32 8AH  ,Dhami Properties Ltd,Craig Cooper,2009/01/26 00:00:00+00,,Monday to,Premises ,,20.5,265154,661863,906700135535,,16 Quebec Wynd Glasgow G32 8AH ,,Mount Vernon / East Shettleston,55,19,Shettleston,S02001898
257250,668286,635,Off,GC1363,Liquor Barn 1162 Maryhill Road Glasgow G20 9TA  ,Manju Marwaha,Meena Marwaha,2009/01/26 00:00:00+00,,Monday to,Premises ,,31.5,257250,668286,906700318764,,1162 Maryhill Road Glasgow G20 9TA ,,Maryhill Road Corridor,39,15,Maryhill,S02001941
263984,664239,636,Off,GC1365,Liquor Barn 877 Shettleston Road Glasgow G32 7NT  ,Kamal Marwaha,Manju Marwaha,2009/01/26 00:00:00+00,,Monday to,Premises ,,32,263984,664239,906700205953,,877 Shettleston Road Glasgow G32 7NT ,,Tollcross / West Shettleston,56,19,Shettleston,S02001912
258147,666705,637,Off,GC1366,George's Wee Dairy 12 Clarendon Street Glasgow G20 7QD  ,Inception Horizon Limited,Phaneendra Kumar Gurram,2009/01/26 00:00:00+00,,Monday to,Premises ,,3.1,258147,666705,906700024485,,12 Clarendon Street Glasgow G20 7QD ,,Hillhead / Woodlands,30,11,Hillhead,S02001938
258983,665444,638,On & Off,GC1369,All Bar One 72 St Vincent Street Glasgow G2 5TS  ,Mitchells & Butlers Retail Limited,Ruth Elizabeth Sulley,2009/01/26 00:00:00+00,,On Sales ,Premises ,495,20.6,258983,665444,906700107545,,Scottish Life House 68 St Vincent Street Glasgow G2 5TS ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
266878.78,665994.630000001,639,Off,GC1371,Morrisons 20 Auchinlea Way Glasgow G34 9JJ  ,WM Morrison Supermarkets Plc,Kieron McGowan,2009/01/26 00:00:00+00,,Monday to,Premises ,,282.27,266878.78,665994.63,906700403040,,Morrisons 20 Auchinlea Way Glasgow G34 9JJ ,,Easterhouse,16,21,North East,S02001906
259612,665083,640,On,GC1379,"The One Under 69 Albion Street, Glasgow G1 1NY  ",CDLH Surveyors Limited,,2009/01/26 00:00:00+00,,Monday to,Premises ,300,,259612,665083,906700358414,,69 Albion Street City Centre Glasgow G1 1NY ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
258129,661613,641,Off,GC0988,Co-op 104 Battlefield Road Glasgow G42 9JN  ,Co-operative Group Food Limited,John Creighton,2009/01/30 00:00:00+00,,Monday to,Premises ,,15.5,258129,661613,906700235678,,104 Battlefield Road Glasgow G42 9JN ,,Langside / Battlefield,7,07,Langside,S02001867
255410,666688,642,Off,GC1045,Marks & Spencer Simply Food 36 & 40A Crow Road West End Retail Park Glasgow G11 7RY ,Marks and Spencer Simply Foods Limit,,2009/01/30 00:00:00+00,,Monday to,Premises ,,75.6,255410,666688,906700414052,,36 Crow Road Glasgow G11 7RY ,,Broomhill / Partick West,33,12,Victoria Park,S02001955
252186,668047,643,Off,GC1065,1929 Dumbarton Road Glasgow G14 0YT   ,Humera Ahmed,Umakanthan Kandasamy ,2009/01/30 00:00:00+00,,Monday to,Premises ,,8.3,252186,668047,906700036755,,1929 Dumbarton Road Glasgow G14 0YT ,,Yoker / Scotstoun,15,13,Garscadden/Scotstounhill,S02001963
258897,665516,644,On & Off,GC1069,Sun Life Building 42 Renfield Street Glasgow G2 1NF  ,LAL (Public House) Limited,Ross Andrew Jordan,2009/01/30 00:00:00+00,,On Sales ,Premises ,166,12.6,258897,665516,906700095031,,Sun Life Building 42 Renfield Street Glasgow G2 1NF ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258939,665452,645,On & Off,GC1076,Mowgli Street Food 78 St Vincent Street Glasgow G2 5TX  ,Mowgli Street Food Ltd,Stuart Philip McBride,2009/01/30 00:00:00+00,,On Sales ,Premises ,114,4.32,258939,665452,906700311495,,Storey Ground Phoenix House 78 St Vincent Street Glasgow G2 5TX ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
251769,669627,646,Off,GC1081,18 Yoker Mill Road Glasgow G13 4PF   ,Malik Riffat Hayat,Atif Hayat,2009/01/30 00:00:00+00,,Monday to,Premises ,,25.4,251769,669627,906700117282,,18 Yoker Mill Road Glasgow G13 4PF ,,Knightswood,19,13,Garscadden/Scotstounhill,S02001965
254705,668724,647,On & Off,GC1123,Beefcake Cafe 808 Crow Road Glasgow G13 1LY  ,Creevy Darroch Partnership,Justin Rayner Chin Savage,2009/01/30 00:00:00+00,,On Sales ,Premises ,53,0,254705,668724,906700028400,,808 Crow Road Glasgow G13 1LY ,,Anniesland / Jordanhill / Whiteinch,34,12,Victoria Park,S02001958
256232.85,666583.17,648,On,GC1153,17 Byres Road Glasgow G11 5RD   ,Crossdal Limited,Nicole Louise Hendry,2009/01/30 00:00:00+00,,Monday to,Premises ,310,,256232.85,666583.17,906700020260,,17 Byres Road Glasgow G11 5RD ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
258116,666030,649,On,GC1168,The Garage 490 Sauchiehall Street Glasgow G2 3LW  ,Purple Sand Limited,Iain Andrew Alexander,2009/01/30 00:00:00+00,,Monday to,Premises ,1806,,258116,666030,906700104453,,490 Sauchiehall Street Glasgow G2 3LW ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
256191,661243,650,On & Off,GC1171,Shawsbank Social Club Club 133 Shawbridge Street Glasgow G43 1QQ ,Shaws Bank Social Club,,2009/01/30 00:00:00+00,,On Sales ,Premises ,509,21.2,256191,661243,906700296474,,133 Shawbridge Street Glasgow G43 1QQ ,,Pollokshaws / Mansewood,47,02,Newlands/Auldburn,S02001873
260073,659300,651,Off,GC1185,41 Castlemilk Arcade Glasgow G45 9AA   ,One-O-One Convenience Stores Limited,Susan Boyles,2009/01/30 00:00:00+00,,Monday to,Premises ,,29.35,260073,659300,906700245442,,41 Castlemilk Arcade Glasgow G45 9AA ,,Castlemilk,20,01,Linn,S02001882
252185,660417,652,Off,GC1224,335 Nitshill Road Glasgow G53 7BL   ,One-O-One Convenience Stores Limited,Allison Bainbridge,2009/01/30 00:00:00+00,,Monday to,Premises ,,44,252185,660417,906700300366,,335 Nitshill Road Glasgow G53 7BL ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
253053,662067,653,Off,GC1225,112 Levernside Road Glasgow G53 5NH   ,One-O-One Convenience Stores Limited,Pauline McCann,2009/01/30 00:00:00+00,,Monday to,Premises ,,24.2,253053,662067,906700288415,,112 Levernside Road Glasgow G53 5NH ,,Pollok,44,03,Greater Pollok,S02001847
258173,661574,654,Off,GC1243,130-132 Battlefield Road Glasgow G42 9JT   ,One-O-One Convenience Stores Limited,Marie Bernadette Hart,2009/01/30 00:00:00+00,,Monday to,Premises ,,37.77,258173,661574,906700237458,,132 Battlefield Road Glasgow G42 9JT ,,Langside / Battlefield,7,07,Langside,S02001867
258528,665176,655,On,GC1244,Alexander Thomson Hotel 320 Argyle Street Glasgow G2 8LY  ,GDB Hotels Limited,Gagan Uppal,2009/01/30 00:00:00+00,,Monday to,Premises ,301,,258528,665176,906700382861,,Alexander Thomson Hotel 320 Argyle Street Glasgow G2 8LY ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
255995,666600,656,On & Off,GC1246,Quarter Gill 232 Dumbarton Road Glasgow G11 6TU  ,Suburban Taverns Limited,Jacqueline McGowan,2009/01/30 00:00:00+00,,On Sales ,Premises ,186,12,255995,666600,906700026279,,232 Dumbarton Road Glasgow G11 6TU ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
258594,661661,657,On,GC1256,Buck's Bar Southside 1019 Cathcart Road Glasgow G42 9XJ  ,Sapori D'Italia Glasgow Limited,Murray Barr,2009/01/30 00:00:00+00,,Monday to,Premises ,65,0,258594,661661,906700257161,,1019 Cathcart Road Glasgow G42 9XJ ,,King's Park / Mount Florida,8,07,Langside,S02001887
258483,660847,658,Off,GC1263,261 Holmlea Road Glasgow G44 4DT   ,Sadif Afzal,Zimran Sarwar,2009/01/30 00:00:00+00,,Monday to,Premises ,,14.25,258483,660847,906700278595,,261 Holmlea Road Glasgow G44 4DT ,,Langside / Battlefield,7,07,Langside,S02001886
257237,661983,659,On,GC1268,The Indian on Skirving Street 15 Skirving Street Glasgow G41 3AB  ,Dalbir Lalli,Arjun Vishal Lalli,2009/01/30 00:00:00+00,,Monday to,Premises ,60,,257237,661983,906700290500,,15 Skirving Street Glasgow G41 3AB ,,Langside / Battlefield,7,07,Langside,S02001871
258520,665823,660,On,GC1297,Hummingbird 186 Bath Street Glasgow G2 4HG  ,Scotsman Group plc,Dean Clark,2009/01/30 00:00:00+00,,Monday to,Premises ,481,,258520,665823,906700009901,,186 Bath Street Glasgow G2 4HG ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
257963,662374,661,On,GC0948,Wellcroft Bowling Club 163 Queens Drive Glasgow G42 8QR  ,Wellcroft Bowling Club,,2009/02/02 00:00:00+00,,Monday to,Premises ,120,,257963,662374,906700308955,,Wellcroft Bowling Club 163 Queens Drive Glasgow G42 8QR ,,Shawlands / Strathbungo,6,08,Southside Central,S02001867
260039,666027,662,On,GC0963,Powerleague Fives Limited 1 Kennedy Street Glasgow G4 0PN  ,Powerleague Fives Limited,Pamela Jane Swanson,2009/02/02 00:00:00+00,,Monday to,Premises ,120,,260039,666027,906700060262,,1 Kennedy Street Glasgow G4 0EB ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
252972,667673,663,On & Off,GC0971,McNabbs 1552/1556 Dumbarton Road Scotstoun Glasgow G14 9D ,Suburban Taverns Limited,Justine Stuart,2009/02/02 00:00:00+00,,On Sales ,Premises ,166,7.6,252972,667673,906700030720,,1556 Dumbarton Road Glasgow G14 9DB ,,Yoker / Scotstoun,15,13,Garscadden/Scotstounhill,S02001963
262007,665497,664,On,GC0976,Cafe Zecchino 331/333 Cumbernauld Road Glasgow G31 3LP  ,Happy Food and Beverage Ltd,Arun Makan,2009/02/02 00:00:00+00,,Monday to,Premises ,52,,262007,665497,906700158349,,331 Cumbernauld Road Glasgow G31 3LP ,,Haghill / Carntyne,13,22,Dennistoun,S02001928
256370,669300,665,Off,GC0985,Nisa Today 1863-1869 Maryhill Road Glasgow G20 0DE  ,Rizwan Rashid,Shakeel Ahmad,2009/02/02 00:00:00+00,,Monday to,Premises ,,15.9,256370,669300,906700078170,,1857 Maryhill Road Glasgow G20 0DE ,,North Maryhill / Summerston,36,15,Maryhill,S02001948
258862.41,665851.99,666,On & Off,GC1015,Molly Malone's 226 Hope Street Glasgow G2 3PW  ,Greene King Retailing Ltd,Shona Forrest,2009/02/02 00:00:00+00,,On Sales ,Premises ,315,17,258862.41,665851.99,906700054589,,226 Hope Street Glasgow G2 2UG ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
